NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
UQCRFS1	1	7386	
CFAP46	1	54777	
LRRFIP2	1	9209	
LRRFIP1	1	9208	
RBM34	1	23029	
CFAP43	1	80217	
SULT4A1	1	25830	
CFAP45	1	25790	
KRTAP10-1	1	386677	
CFAP44	1	55779	
RBM33	1	155435	
UTP15	1	84135	
MIR193A	1	406968	
HS3ST3B1	1	9953	
RBM17	1	84991	
RBM14	1	10432	
NAA30	1	122830	
CFAP52	1	146845	
MMP7	1	4316	
RBM15	1	64783	
UTP11	1	51118	
DYNLT1	1	6993	
MMP1	1	4312	
RBM18	1	92400	
MMP2	1	4313	
DYNLT3	1	6990	
RBM19	1	9904	
MMP3	1	4314	
MMP8	1	4317	
UTP18	1	51096	
MMP9	1	4318	
GORASP2	1	26003	
CDHR1	1	92211	
CPTP	1	80772	
GORASP1	1	64689	
CDHR2	1	54825	
CDHR3	1	222256	
CFAP58	1	159686	
NAA35	1	60560	
CDHR4	1	389118	
CFAP57	1	149465	
SPOPL	1	339745	
RBM20	1	282996	
NAA38	1	84316	
CDHR5	1	53841	
MVD	1	4597	
RBM23	1	55147	
CFAP54	1	144535	
RBM24	1	221662	
CFAP53	1	220136	
PNLIPRP3	1	119548	
RBM22	1	55696	
AC083805.1	1	283387	
LAMA5	1	3911	
HEPN1	1	641654	
RBM47	1	54502	
RBM48	1	84060	
MVK	1	4598	
LAMA2	1	3908	
LAMA1	1	284217	
NAA20	1	51126	
LAMA4	1	3910	
GOSR2	1	9570	
MVP	1	9961	
LAMA3	1	3909	
GOSR1	1	9527	
TAF9	1	6880	
RBM4B	1	83759	
ATP2C2	1	9914	
HMGCR	1	3156	
ATP2C1	1	27032	
HMGCL	1	3155	
RAB40A	1	142684	
SRD5A1P1	1	6719	
RAB40B	1	10966	
RAB40C	1	57799	
BMS1	1	9790	
NPVF	1	64111	
NAA25	1	80018	
EPS8L1	1	54869	
EPS8L2	1	64787	
EPS8L3	1	79574	
CFAP20	1	29105	
RBM38	1	55544	
KRTAP10-3	1	386682	
RBM39	1	9584	
AL449403.3	1	158434	
KRTAP10-2	1	386679	
KRTAP10-5	1	386680	
KRTAP10-4	1	386672	
LAMB3	1	3914	
NAA10	1	8260	
KRTAP10-7	1	386675	
LAMB2	1	3913	
KRTAP10-6	1	386674	
KRTAP10-9	1	386676	
MX2	1	4600	
NAA11	1	84779	
LAMB4	1	22798	
MX1	1	4599	
KRTAP10-8	1	386681	
ATP2B4	1	493	
ATP2B3	1	492	
GOLGA6L5P	1	374650	
LAMB1	1	3912	
ATP2B2	1	491	
ATP2B1	1	490	
SCIMP	1	388325	
BMT2	1	154743	
BCL6B	1	255877	
TAF8	1	129685	
RBM41	1	55285	
CFAP36	1	112942	
RBM42	1	79171	
TAF7	1	6879	
THRSP	1	7069	
NAA16	1	79612	
TAF6	1	6878	
NAA15	1	80155	
TAF5	1	6877	
RBM45	1	129831	
CPVL	1	54504	
TAF4	1	6874	
RBM46	1	166863	
TAF3	1	83860	
RBM43	1	375287	
TAF2	1	6873	
RBM44	1	375316	
TAF1	1	6872	
TLNRD1	1	59274	
DCAF8	1	50717	
DCAF5	1	8816	
TPGS1	1	91978	
DCAF4	1	26094	
DCAF7	1	10238	
TPGS2	1	25941	
DCAF6	1	55827	
DCAF1	1	9730	
MYC	1	4609	
MYB	1	4602	
CDK20	1	23552	
MMUT	1	4594	
SULT2A1	1	6822	
NKX2-8	1	26257	
IAH1	1	285148	
NKX2-6	1	137814	
SULT2B1	1	6820	
FAM230C	1	26080	
EEF1DP3	1	196549	
CDKN2B-AS1	1	100048912	
PRDX3	1	10935	
PRDX2	1	7001	
PRDX5	1	25824	
PRDX4	1	10549	
PRDX1	1	5052	
NKX2-1	1	7080	
NKX2-5	1	1482	
NKX2-4	1	644524	
NKX2-3	1	159296	
NKX2-2	1	4821	
FZD1	1	8321	
CDK17	1	5128	
DNAH12	1	201625	
WNT10B	1	7480	
CDK18	1	5129	
CDK19	1	23097	
F8A1	1	8263	
WNT10A	1	80326	
DNAH11	1	8701	
FZD3	1	7976	
FZD2	1	2535	
DNAH10	1	196385	
DNAH17	1	8632	
FZD5	1	7855	
FZD4	1	8322	
FZD7	1	8324	
DNAH14	1	127602	
FZD6	1	8323	
RAB3IP	1	117177	
FZD9	1	8326	
FZD8	1	8325	
PA2G4	1	5036	
FHDC1	1	85462	
PRDX6	1	9588	
FAM13A-AS1	1	285512	
CDK10	1	8558	
CDK12	1	51755	
CDK13	1	8621	
ODAPH	1	152816	
CDK14	1	5218	
CDK15	1	65061	
CDK16	1	5127	
FAM102B	1	284611	
FAM102A	1	399665	
CEMP1	1	752014	
MSTO2P	1	100129405	
TSPY4	1	728395	
TSPY2	1	64591	
TSPY3	1	728137	
TSPY1	1	7258	
FAM234B	1	57613	
FAM234A	1	83986	
TAL2	1	6887	
TAL1	1	6886	
TSPY8	1	728403	
COL21A1	1	81578	
JDP2	1	122953	
HBEGF	1	1839	
ASAH1	1	427	
ASAH2	1	56624	
TRIM16L	1	147166	
GCNT1	1	2650	
PATE1	1	160065	
GRAMD4	1	23151	
TANK	1	10010	
FAM238C	1	387644	
FAM238A	1	645528	
PATE4	1	399968	
NKAPP1	1	158801	
PATE2	1	399967	
PATE3	1	100169851	
GCNT2	1	2651	
GCNT3	1	9245	
HS1BP3	1	64342	
GCNT4	1	51301	
GCNT7	1	140687	
DTD1	1	92675	
DTD2	1	112487	
SAAL1	1	113174	
TCAIM	1	285343	
GUCA2B	1	2981	
TRMT1	1	55621	
FAM104B	1	90736	
FAM104A	1	84923	
GUCA2A	1	2980	
TRMT5	1	57570	
RFWD3	1	55159	
A4GNT	1	51146	
ALMS1	1	7840	
TRMT6	1	51605	
LAMTOR2	1	28956	
LAMTOR1	1	55004	
EEF1AKMT3	1	25895	
LAMTOR4	1	389541	
LAMTOR3	1	8649	
EEF1AKMT2	1	399818	
EEF1AKMT1	1	221143	
LAMTOR5	1	10542	
AC138866.1	1	11039	
FAM107A	1	11170	
GUCA1B	1	2979	
GUCA1A	1	2978	
GUCA1C	1	9626	
BEST2	1	54831	
BEST3	1	144453	
FAM107B	1	83641	
BEST1	1	7439	
BEST4	1	266675	
MACROD1	1	28992	
MACROD2	1	140733	
NBN	1	4683	
LZTS2	1	84445	
LZTS1	1	11178	
NUTM2A	1	728118	
SPAG16-DT	1	100130451	
TAP2	1	6891	
TAP1	1	6890	
DISP1	1	84976	
FAM106A	1	80039	
DISP2	1	85455	
DISP3	1	57540	
NCL	1	4691	
NUTM2G	1	441457	
MALAT1	1	378938	
IAPP	1	3375	
NUTM2F	1	54754	
NUTM2D	1	728130	
NUTM2B	1	729262	
NKAPD1	1	55216	
CEMIP	1	57214	
CT45A3	1	441519	
CT45A5	1	441521	
KRBA2	1	124751	
KRBA1	1	84626	
CYP4F22	1	126410	
GLB1L3	1	112937	
CT45A1	1	541466	
CT45A2	1	728911	
GLB1L2	1	89944	
ACTE1P	1	399923	
NEUROD1	1	4760	
NEUROD2	1	4761	
RPS15AP10	1	728963	
NEUROD4	1	58158	
ZNF876P	1	642280	
NEUROD6	1	63974	
TCP10L3	1	6953	
NDN	1	4692	
NDP	1	4693	
WDTC1	1	23038	
DHCR24	1	1718	
NEB	1	4703	
CYP4F11	1	57834	
CYP4F12	1	66002	
NF1	1	4763	
NF2	1	4771	
LZTR1	1	8216	
NES	1	10763	
BNC2	1	54796	
BNC1	1	646	
IGKV3D-11	1	28876	
IGKV3D-15	1	28875	
ASB16-AS1	1	339201	
CNGA1	1	1259	
CNGA2	1	1260	
CNGA3	1	1261	
CNGA4	1	1262	
PGPEP1	1	54858	
NGB	1	58157	
VSTM2L	1	128434	
NGF	1	4803	
PATL1	1	219988	
BET1L	1	51272	
PATL2	1	197135	
SMDT1	1	91689	
BAGE2	1	85319	
SCGB2A1	1	4246	
CNGB3	1	54714	
SCGB2A2	1	4250	
VSTM2A	1	222008	
CNGB1	1	1258	
VSTM2B	1	342865	
ACSS3	1	79611	
ACSS2	1	55902	
CSN1S2AP	1	286828	
FZR1	1	51343	
SCGB2B2	1	284402	
NHS	1	4810	
ACSS1	1	84532	
UGGT2	1	55757	
UGGT1	1	56886	
RPH3AL	1	9501	
KCNJ10	1	3766	
KCNJ11	1	3767	
KCNIP1	1	30820	
KCNJ12	1	3768	
KCNIP2	1	30819	
KCNJ13	1	3769	
KCNIP3	1	30818	
KCNJ14	1	3770	
KCNIP4	1	80333	
KCNJ15	1	3772	
KCNJ16	1	3773	
MND1	1	84057	
NIN	1	51199	
MNDA	1	4332	
METAP1	1	23173	
METAP2	1	10988	
ACSM3	1	6296	
ACSM1	1	116285	
GORAB	1	92344	
ACSM6	1	142827	
ACSM5	1	54988	
ACSM4	1	341392	
PWP2	1	5822	
PWP1	1	11137	
HABP4	1	22927	
KRTAP7-1	1	337878	
UBAP2L	1	9898	
HABP2	1	3026	
FAAP100	1	80233	
VCX3B	1	425054	
VCX3A	1	51481	
ACSL1	1	2180	
ACSL6	1	23305	
C21orf91-OT1	1	246312	
ACSL5	1	51703	
ACSL4	1	2182	
ACSL3	1	2181	
PIMREG	1	54478	
COL8A2	1	1296	
IGKV4-1	1	28908	
COL8A1	1	1295	
MTARC2	1	54996	
HEPACAM	1	220296	
MTARC1	1	64757	
NLK	1	51701	
NLN	1	57486	
OTOA	1	146183	
OTOG	1	340990	
OTOF	1	9381	
MYL10	1	93408	
PATZ1	1	23598	
SNHG1	1	23642	
RABGAP1L	1	9910	
NMB	1	4828	
DTNA	1	1837	
DTNB	1	1838	
SNHG8	1	100093630	
RAB39A	1	54734	
RAB39B	1	116442	
KTI12	1	112970	
SNHG9	1	735301	
SSX6P	1	280657	
SNHG6	1	641638	
PARP16	1	54956	
NMI	1	9111	
SNHG7	1	84973	
PARP14	1	54625	
SNHG4	1	724102	
PARP15	1	165631	
ALOX15B	1	247	
SNHG5	1	387066	
PARP12	1	64761	
SNHG3	1	8420	
PARP10	1	84875	
PARP11	1	57097	
NCEH1	1	57552	
NMU	1	10874	
MYL6B	1	140465	
FMR1NB	1	158521	
PRPF19	1	27339	
RPTOR	1	57521	
AP006621.3	1	171391	
NNT	1	23530	
NOG	1	9241	
KREMEN1	1	83999	
AMPD1	1	270	
AMPD2	1	271	
KREMEN2	1	79412	
AMPD3	1	272	
OTOS	1	150677	
OTOR	1	56914	
RAB33A	1	9363	
RAB33B	1	83452	
PRPF18	1	8559	
NPB	1	256933	
CXCR5	1	643	
CXCR4	1	7852	
ALOX12B	1	242	
CXCR6	1	10663	
NPL	1	80896	
LYPLA2P1	1	653639	
CTAGE11P	1	647288	
NPW	1	283869	
CXCR1	1	3577	
CXCR3	1	2833	
NPY	1	4852	
CXCR2	1	3579	
DISC1	1	27185	
AAMDC	1	28971	
NQO1	1	1728	
NQO2	1	4835	
CTAGE10P	1	220429	
ERG28	1	11161	
PRPF39	1	55015	
CR1L	1	1379	
PRPF31	1	26121	
CEACAM22P	1	388550	
NEUROG1	1	4762	
NEUROG2	1	63973	
CDK5R2	1	8941	
NEUROG3	1	50674	
CDK5R1	1	8851	
NRK	1	203447	
NRM	1	11270	
TTTY4	1	114761	
HDLBP	1	3069	
TTTY3	1	114760	
NRL	1	4901	
TTTY2	1	60439	
TTTY1	1	50858	
CHCHD4	1	131474	
CHCHD5	1	84269	
CHCHD2	1	51142	
CHCHD3	1	54927	
TTTY8	1	84673	
TTTY7	1	246122	
CHCHD6	1	84303	
TTTY6	1	84672	
TTTY5	1	83863	
CHCHD7	1	79145	
CHCHD1	1	118487	
NSF	1	4905	
CD300A	1	11314	
SPNS3	1	201305	
SPNS2	1	124976	
WRNIP1	1	56897	
TRNT1	1	51095	
PREPL	1	9581	
SPNS1	1	83985	
KLRF1	1	51348	
CD300E	1	342510	
CD300C	1	10871	
RAI14	1	26064	
AKNA	1	80709	
KLRB1	1	3820	
CTTNBP2	1	83992	
NTM	1	50863	
LTBP4	1	8425	
NCF1B	1	654816	
DTX1	1	1840	
NCF1C	1	654817	
DTX2	1	113878	
LTBP2	1	4053	
DTX3	1	196403	
LTBP3	1	4054	
DTX4	1	23220	
CPLX2	1	10814	
NTS	1	4922	
CPLX1	1	10815	
LTBP1	1	4052	
CPLX4	1	339302	
CPLX3	1	594855	
OTX2	1	5015	
KLRC1	1	3821	
OTX1	1	5013	
KLRC2	1	3822	
KLRC3	1	3823	
KLRC4	1	8302	
DSCR10	1	259234	
TBCD	1	6904	
TBCC	1	6903	
TBCB	1	1155	
TBCA	1	6902	
ACSF3	1	197322	
ACSF2	1	80221	
TBCK	1	93627	
TBCE	1	6905	
RFXAP	1	5994	
COL20A1	1	57642	
KLRD1	1	3824	
DOCK6	1	57572	
DOCK5	1	80005	
CXCL6	1	6372	
DOCK4	1	9732	
CXCL9	1	4283	
DOCK3	1	1795	
CXCL8	1	3576	
DOCK9	1	23348	
SPO11	1	23626	
TSEN15	1	116461	
NVL	1	4931	
DOCK8	1	81704	
DOCK7	1	85440	
LMOD1	1	25802	
CXCL1	1	2919	
CTDSPL2	1	51496	
CXCL3	1	2921	
CXCL2	1	2920	
LMOD3	1	56203	
CXCL5	1	6374	
LMOD2	1	442721	
SENP6	1	26054	
SENP7	1	57337	
SENP5	1	205564	
SENP8	1	123228	
SSX9P	1	280660	
FLOT1	1	10211	
FLOT2	1	2319	
VHLL	1	391104	
MRGPRX4	1	117196	
RUBCN	1	9711	
EGFL7	1	51162	
EGFL6	1	25975	
MRGPRX3	1	117195	
MRGPRX2	1	117194	
MRGPRX1	1	259249	
SSX8P	1	280659	
SENP2	1	59343	
SENP3	1	26168	
SENP1	1	29843	
AC114490.1	1	653160	
UBTFL1	1	642623	
TRNP1	1	388610	
LALBA	1	3906	
MNS1	1	55329	
DOCK2	1	1794	
DOCK1	1	1793	
EGFL8	1	80864	
GCOM1	1	145781	
TSEN34	1	79042	
CD163L1	1	283316	
NXN	1	64359	
PRELP	1	5549	
EEF1AKNMT	1	51603	
LTC4S	1	4056	
KLRG2	1	346689	
CDIPT	1	10423	
KLRG1	1	10219	
NYX	1	60506	
TBKBP1	1	9755	
SLC4A1AP	1	22950	
FLJ31104	1	441072	
TBK1	1	29110	
SYNGAP1	1	8831	
AKT2	1	208	
AKT3	1	10000	
AKT1	1	207	
PKNOX1	1	5316	
MNX1	1	3110	
PKNOX2	1	63876	
KRTDAP	1	388533	
TSTD1	1	100131187	
TSTD2	1	158427	
PHKA1	1	5255	
CIDECP1	1	152302	
PHKA2	1	5256	
FAM157C	1	100996541	
FAM157B	1	100132403	
LINC00528	1	200298	
SCGB1C1	1	147199	
LINC00529	1	83647	
LINC00523	1	283601	
LINC00526	1	147525	
LINC00520	1	645687	
SKAP1	1	8631	
SKAP2	1	8935	
EXD1	1	161829	
EXD2	1	55218	
TSTA3	1	7264	
EXD3	1	54932	
CRABP2	1	1382	
CRABP1	1	1381	
SHANK2-AS3	1	220070	
RNF212	1	285498	
SULT1A1	1	6817	
SCGB1D1	1	10648	
RNF214	1	257160	
RNF213	1	57674	
RNF216	1	54476	
RNF215	1	200312	
SCGB1D2	1	10647	
SCGB1D4	1	404552	
RNF217	1	154214	
C14orf93	1	60686	
AC098591.2	1	344967	
SULT1A3	1	6818	
SULT1A2	1	6799	
SDR42E1	1	93517	
TIPARP	1	25976	
NR2F1	1	7025	
IL31RA	1	133396	
NR2F2	1	7026	
AIF1L	1	83543	
NR2F6	1	2063	
TREML1	1	340205	
SULT1B1	1	27284	
RNF222	1	643904	
TBL3	1	10607	
TBL2	1	26608	
TREML4	1	285852	
TREML2	1	79865	
RNF220	1	55182	
SFTA2	1	389376	
ARHGAP9	1	64333	
SFTA3	1	253970	
ARHGAP8	1	23779	
SIGLEC9	1	27180	
ARHGAP1	1	392	
ARHGAP5	1	394	
PEAR1	1	375033	
ARHGAP6	1	395	
ARHGAP4	1	393	
SULT1C3	1	442038	
SULT1C2	1	6819	
OR52B4	1	143496	
DLGAP1	1	9229	
OR52B2	1	255725	
DLGAP3	1	58512	
TPSAB1	1	7177	
DLGAP2	1	9228	
DLGAP5	1	9787	
DLGAP4	1	22839	
OR52B6	1	340980	
SULT1C4	1	27233	
AC107959.2	1	286059	
SIGLEC10-AS1	1	100129083	
METRN	1	79006	
AC107959.4	1	254896	
WNT9B	1	7484	
SLC39A11	1	201266	
SLC39A10	1	57181	
SLC39A13	1	91252	
RAB3IL1	1	5866	
SLC39A12	1	221074	
WNT9A	1	7483	
SLC39A14	1	23516	
REG1CP	1	5969	
OAF	1	220323	
PXDN	1	7837	
PPARG	1	5468	
OR52A1	1	23538	
L2HGDH	1	79944	
PPARA	1	5465	
ERGIC3	1	51614	
ERGIC2	1	51290	
ERGIC1	1	57222	
OR52A5	1	390054	
PPARD	1	5467	
CRB2	1	286204	
CRB1	1	23418	
OAT	1	4942	
WNT8A	1	7478	
WNT8B	1	7479	
CENPA	1	1058	
CENPB	1	1059	
CENPC	1	1060	
CXXC1P1	1	392459	
NEURL1B	1	54492	
NRAS	1	4893	
EXOSC10	1	5394	
PRR14L	1	253143	
SULT1E1	1	6783	
LINC00517	1	400208	
LINC00518	1	221718	
NRAP	1	4892	
IL12RB1	1	3594	
IL12RB2	1	3595	
CENPT	1	80152	
CENPU	1	79682	
CENPV	1	201161	
CRBN	1	51185	
WNT7B	1	7477	
COL22A1	1	169044	
DAB2IP	1	153090	
WNT7A	1	7476	
CRYM-AS1	1	400508	
CENPE	1	1062	
CENPF	1	1063	
COL3A1	1	1281	
CENPH	1	64946	
CENPI	1	2491	
ETNK2	1	55224	
RBM12B-AS1	1	55472	
ETNK1	1	55500	
CENPJ	1	55835	
CENPK	1	64105	
OCM	1	654231	
CENPL	1	91687	
ADGRL1	1	22859	
CENPM	1	79019	
CENPN	1	55839	
CENPO	1	79172	
ERVV-1	1	147664	
SIGLEC1	1	6614	
CENPP	1	401541	
SIGLEC8	1	27181	
ADGRL4	1	64123	
CRAT	1	1384	
CENPQ	1	55166	
SIGLEC7	1	27036	
ADGRL2	1	23266	
SIGLEC6	1	946	
CDKN3	1	1033	
ADGRL3	1	23284	
CENPS	1	378708	
CRB3	1	92359	
SIGLEC5	1	8778	
EXOC3L1	1	283849	
EXOC3L2	1	90332	
CRCP	1	27297	
MFSD13A	1	79847	
IBSP	1	3381	
CLBA1	1	122616	
DNAH10OS	1	642797	
PSKH2	1	85481	
PSKH1	1	5681	
CDKL2	1	8999	
CDKL3	1	51265	
CDKL4	1	344387	
CDKL5	1	6792	
OR14C36	1	127066	
BTN1A1	1	696	
TBR1	1	10716	
TC2N	1	123036	
POLRMT	1	5442	
OR51T1	1	401665	
CDKL1	1	8814	
INO80C	1	125476	
INO80B	1	83444	
KHDRBS1	1	10657	
INO80E	1	283899	
KHDRBS2	1	202559	
TXNDC9	1	10190	
KHDRBS3	1	10656	
INO80D	1	54891	
BOD1L1	1	259282	
AGAP11	1	119385	
CREM	1	1390	
NREP	1	9315	
NRF1	1	4899	
SLC9A3R2	1	9351	
SLC9A3R1	1	9368	
AL139082.2	1	374500	
HNRNPDL	1	9987	
OR51S1	1	119692	
G3BP1	1	10146	
G3BP2	1	9908	
TXNDC2	1	84203	
TXNDC8	1	255220	
TXNDC5	1	81567	
BOD1	1	91272	
NRDC	1	4898	
OGA	1	10724	
TMPRSS12	1	283471	
TMPRSS13	1	84000	
IFNW1	1	3467	
TMPRSS15	1	5651	
MOB4	1	25843	
RPS10P7	1	376693	
YRDC	1	79693	
IBTK	1	25998	
MOB2	1	81532	
OGN	1	4969	
TMEM51-AS1	1	200197	
TBXAS1	1	6916	
BOD1L2	1	284257	
TSNAX-DISC1	1	100303453	
CNTROB	1	116840	
SP140L	1	93349	
OGT	1	8473	
SNAP25	1	6616	
RMND1	1	55005	
SNAP23	1	8773	
MBL1P	1	8512	
C14orf28	1	122525	
NRGN	1	4900	
ALAD	1	210	
EXO1	1	9156	
PPP6R1	1	22870	
PPP6R2	1	9701	
PPP6R3	1	55291	
EXO5	1	64789	
LINC00574	1	80069	
SNAP29	1	9342	
LINC00575	1	439934	
SMIM12	1	113444	
ACTR3	1	10096	
SMIM14	1	201895	
ACTR2	1	10097	
ADGRV1	1	84059	
SMIM15	1	643155	
ACTR6	1	64431	
ACTR5	1	79913	
SMIM19	1	114926	
SPACA1	1	81833	
NRG1	1	3084	
NRG2	1	9542	
ACTR8	1	93973	
C14orf39	1	317761	
MMS22L	1	253714	
IMPACT	1	55364	
LRTOMT	1	220074	
MYO3B	1	140469	
NRG3	1	10718	
NRG4	1	145957	
MYO3A	1	53904	
MGC16275	1	85001	
SPACA3	1	124912	
SPACA4	1	171169	
SPACA5	1	389852	
SMIM21	1	284274	
SPACA6	1	147650	
SMIM20	1	389203	
SPACA7	1	122258	
SMIM23	1	644994	
SPACA9	1	11092	
SNAP47	1	116841	
SMIM24	1	284422	
SMIM29	1	221491	
GTPBP10	1	85865	
TBXT	1	6862	
PHKG1	1	5260	
BAHD1	1	22893	
PHKG2	1	5261	
IGF2BP1	1	10642	
IGF2BP3	1	10643	
IGF2BP2	1	10644	
WHAMM	1	123720	
LINC00596	1	102724845	
HNRNPA1	1	3178	
HNRNPA0	1	10949	
TBX1	1	6899	
HNRNPA3	1	220988	
EXTL3-AS1	1	101929402	
MYO10	1	4651	
EXOG	1	9941	
TBX6	1	6911	
TBX5	1	6910	
TBX4	1	9496	
MYO19	1	80179	
HNRNPAB	1	3182	
MYO16	1	23026	
TBX3	1	6926	
TBX2	1	6909	
MFSD14A	1	64645	
MYO1D	1	4642	
MFSD14B	1	84641	
OR51V1	1	283111	
MYO1E	1	4643	
MFSD14C	1	84278	
PINK1	1	65018	
MYO1B	1	4430	
SUCLA2	1	8803	
MYO1C	1	4641	
MYO1A	1	4640	
SCGB1A1	1	7356	
LINC00589	1	619351	
MYO1H	1	283446	
LINC00587	1	414319	
TBATA	1	219793	
MYO1F	1	4542	
MYO1G	1	64005	
LINC00588	1	26138	
CPNE9	1	151835	
NPFFR2	1	10886	
AC091138.1	1	100505797	
CPNE8	1	144402	
NPFFR1	1	64106	
SMARCB1	1	6598	
CCDC89	1	220388	
CPNE5	1	57699	
CPNE4	1	131034	
CPNE7	1	27132	
CPNE6	1	9362	
CRKL	1	1399	
OR51L1	1	119682	
HERC5	1	51191	
HERC4	1	26091	
C1GALT1C1	1	29071	
HERC3	1	8916	
CCDC91	1	55297	
HERC2	1	8924	
OPHN1	1	4983	
ADGRA1	1	84435	
HERC1	1	8925	
ADGRA2	1	25960	
CCDC96	1	257236	
CPNE1	1	8904	
CCDC97	1	90324	
CPNE3	1	8895	
CPNE2	1	221184	
PTGFRN	1	5738	
CCDC92	1	80212	
SCAPER	1	49855	
CCDC93	1	54520	
HERC6	1	55008	
ALG8	1	79053	
SMARCC1	1	6599	
ALG9	1	79796	
SMARCC2	1	6601	
ACTN3	1	89	
CCDC78	1	124093	
KCNK10	1	54207	
ALG6	1	29929	
ACTN2	1	88	
ACTN1	1	87	
KCNK12	1	56660	
KCNK13	1	56659	
ALG5	1	29880	
OMD	1	4958	
OMG	1	4974	
ALG2	1	85365	
MYO7B	1	4648	
ALG3	1	10195	
KCNK15	1	60598	
TALDO1	1	6888	
ADGRA3	1	166647	
KCNK16	1	83795	
MOGS	1	7841	
ACTN4	1	81	
ALG1	1	56052	
KCNK17	1	89822	
MYO7A	1	4647	
KCNK18	1	338567	
OR6W1P	1	89883	
CCDC80	1	151887	
ADGRB2	1	576	
ADGRB3	1	577	
ADGRB1	1	575	
CCDC86	1	79080	
CCDC87	1	55231	
CCDC81	1	60494	
CCDC82	1	79780	
CCDC83	1	220047	
CCDC84	1	338657	
SLC45A4	1	57210	
PXT1	1	222659	
TRIM64C	1	646754	
ADCYAP1R1	1	117	
SLC45A2	1	51151	
SLC45A3	1	85414	
TRIM64B	1	642446	
NRN1	1	51299	
EPB42	1	2038	
SLC45A1	1	50651	
EPAS1	1	2034	
EPB41	1	2035	
CEND1	1	51286	
AC007773.1	1	400684	
OR51J1	1	79470	
RTBDN	1	83546	
RANBP17	1	64901	
SMARCA5	1	8467	
MYO5A	1	4644	
CCDC9B	1	388115	
OR51I1	1	390063	
SMARCA1	1	6594	
SMARCA2	1	6595	
SMARCA4	1	6597	
CRNN	1	49860	
EXT1	1	2131	
AOX2P	1	344454	
EXT2	1	2132	
AMZ2P1	1	201283	
ZUP1	1	221302	
MYO5B	1	4645	
MYO5C	1	55930	
GNRH2	1	2797	
RANBP10	1	57610	
ECHDC1	1	55862	
GNRH1	1	2796	
ECHDC2	1	55268	
ECHDC3	1	79746	
NOL10	1	79954	
NOL11	1	25926	
NOL12	1	79159	
NRP1	1	8829	
CSRNP1	1	64651	
CSRNP2	1	81566	
NRP2	1	8828	
CSRNP3	1	80034	
ZBED6CL	1	113763	
PYROXD1	1	79912	
PAK1IP1	1	55003	
OTUD7A	1	161725	
ICA1	1	3382	
OTUD7B	1	56957	
CROT	1	54677	
ZNF890P	1	645700	
THTPA	1	79178	
NUDCD3	1	23386	
BOLL	1	66037	
NUDCD2	1	134492	
NUDCD1	1	84955	
OR51Q1	1	390061	
OTUD6B	1	51633	
MUC12	1	10071	
GNRHR	1	2798	
MUC13	1	56667	
UFD1	1	7353	
MUC15	1	143662	
FMR1-AS1	1	100126270	
SFTPB	1	6439	
SREBF1	1	6720	
SLC32A1	1	140679	
SFTPC	1	6440	
SFTPD	1	6441	
KIF7	1	374654	
KIF6	1	221458	
SREBF2	1	6721	
DUS2	1	54920	
DEPDC7	1	91614	
KIF9	1	64147	
PDIK1L	1	149420	
DEPDC1	1	55635	
UFC1	1	51506	
EEF1E1	1	9521	
DEPDC5	1	9681	
DEPDC4	1	120863	
RAD21-AS1	1	644660	
CAB39	1	51719	
C1orf35	1	79169	
HSD17B3	1	3293	
HSD17B4	1	3295	
AL356215.1	1	100507144	
HSD17B6	1	8630	
SLED1	1	643036	
HSD17B7	1	51478	
HSD17B8	1	7923	
ARNTL2	1	56938	
CYP17A1	1	1586	
RANBP3L	1	202151	
OS9	1	10956	
HSD17B1	1	3292	
HSD17B2	1	3294	
PGGT1B	1	5229	
CHRNA10	1	57053	
RIBC1	1	158787	
H1-10-AS1	1	339942	
RIBC2	1	26150	
MON2	1	23041	
C1orf21	1	81563	
OR51M1	1	390059	
OSM	1	5008	
MYO9B	1	4650	
ACTL9	1	284382	
ACTL8	1	81569	
MYO9A	1	4649	
NOL4L	1	140688	
TCEA3	1	6920	
TCEA2	1	6919	
TCAP	1	8557	
TCEA1	1	6917	
ALLC	1	55821	
OTC	1	5009	
C1orf50	1	79078	
OTUD4	1	54726	
OTUD5	1	55593	
CRTC2	1	200186	
C1orf52	1	148423	
C1orf53	1	388722	
CRTC3	1	64784	
ICE1	1	23379	
UBXN2B	1	137886	
C1orf54	1	79630	
CRTC1	1	23373	
UBXN2A	1	165324	
ICE2	1	79664	
C1orf56	1	54964	
OR51D1	1	390038	
LOXL3	1	84695	
LOXL4	1	84171	
PEBP1	1	5037	
BUB1B	1	701	
OTP	1	23440	
CAAP1	1	79886	
COX6A1	1	1337	
NR3C1	1	2908	
COX6A2	1	1339	
DUX4	1	100288687	
ACTG2	1	72	
LOXL1	1	4016	
ACTG1	1	71	
LOXL2	1	4017	
NR3C2	1	4306	
EEF1B2	1	1933	
AMMECR1L	1	83607	
PEBP4	1	157310	
TEKT1	1	83659	
TEKT2	1	27285	
RPP38-DT	1	221060	
TEKT3	1	64518	
DUXA	1	503835	
TEKT4	1	150483	
NRTN	1	4902	
TEKT5	1	146279	
MORC3	1	23515	
MORC4	1	79710	
BORA	1	79866	
C1orf43	1	25912	
COX6B2	1	125965	
MUC3A	1	4584	
YBX3P1	1	440359	
COX6B1	1	1340	
GPRIN3	1	285513	
EEF1A1	1	1915	
