"","x"
"7282","GEMC1"
"7283","GEMIN4"
"7284","GEMIN5"
"7285","GEMIN6"
"7286","GEMIN7"
"7287","GEMIN8"
"7288","GEMIN8P4"
"7289","GEN1"
"7290","GET4"
"7291","GFAP"
"7292","GFER"
"7293","GFI1"
"7294","GFI1B"
"7295","GFM1"
"7296","GFM2"
"7297","GFOD1"
"7298","GFOD2"
"7299","GFPT1"
"7300","GFPT2"
"7301","GFRA1"
"7302","GFRA2"
"7303","GFRA3"
"7304","GFRA4"
"7305","GFRAL"
"7306","GGA1"
"7307","GGA2"
"7308","GGA3"
"7309","GGCT"
"7310","GGCX"
"7311","GGH"
"7312","GGN"
"7313","GGNBP1"
"7314","GGNBP2"
"7315","GGPS1"
"7316","GGT1"
"7317","GGT2"
"7318","GGT3P"
"7319","GGT5"
"7320","GGT6"
"7321","GGT7"
"7322","GGT8P"
"7323","GGTA1"
"7324","GGTLC1"
"7325","GGTLC2"
"7326","GGTLC3"
"7327","GH1"
"7328","GH2"
"7329","GHDC"
"7330","GHITM"
"7331","GHR"
"7332","GHRH"
"7333","GHRHR"
"7334","GHRL"
"7335","GHRLOS"
"7336","GHSR"
"7337","GIF"
"7338","GIGYF1"
"7339","GIGYF2"
"7340","GIMAP1"
"7341","GIMAP2"
"7342","GIMAP4"
"7343","GIMAP5"
"7344","GIMAP6"
"7345","GIMAP7"
"7346","GIMAP8"
"7347","GIN1"
"7348","GINS1"
"7349","GINS2"
"7350","GINS3"
"7351","GINS4"
"7352","GIP"
"7353","GIPC1"
"7354","GIPC2"
"7355","GIPC3"
"7356","GIPR"
"7357","GIT1"
"7358","GIT2"
"7359","GJA1"
"7360","GJA10"
"7361","GJA3"
"7362","GJA4"
"7363","GJA5"
"7364","GJA8"
"7365","GJA9"
"7366","GJB1"
"7367","GJB2"
"7368","GJB3"
"7369","GJB4"
"7370","GJB5"
"7371","GJB6"
"7372","GJB7"
"7373","GJC1"
"7374","GJC2"
"7375","GJC3"
"7376","GJD2"
"7377","GJD3"
"7378","GJD4"
"7379","GK"
"7380","GK2"
"7381","GK3P"
"7382","GK5"
"7383","GKAP1"
"7384","GKN1"
"7385","GKN2"
"7386","GLA"
"7387","GLB1"
"7388","GLB1L"
"7389","GLB1L2"
"7390","GLB1L3"
"7391","GLCCI1"
"7392","GLCE"
"7393","GLDC"
"7394","GLDN"
"7395","GLE1"
"7396","GLG1"
"7397","GLI1"
"7398","GLI2"
"7399","GLI3"
"7400","GLI4"
"7401","GLIPR1"
"7402","GLIPR1L1"
"7403","GLIPR1L2"
"7404","GLIPR2"
"7405","GLIS1"
"7406","GLIS2"
"7407","GLIS3"
"7408","GLMN"
"7409","GLO1"
"7410","GLOD4"
"7411","GLOD5"
"7412","GLP1R"
"7413","GLP2R"
"7414","GLRA1"
"7415","GLRA2"
"7416","GLRA3"
"7417","GLRA4"
"7418","GLRB"
"7419","GLRX"
"7420","GLRX2"
"7421","GLRX3"
"7422","GLRX5"
"7423","GLS"
"7424","GLS2"
"7425","GLT1D1"
"7426","GLT25D1"
"7427","GLT25D2"
"7428","GLT6D1"
"7429","GLT8D1"
"7430","GLT8D2"
"7431","GLTP"
"7432","GLTPD1"
"7433","GLTPD2"
"7434","GLTSCR1"
"7435","GLTSCR2"
"7436","GLUD1"
"7437","GLUD2"
"7438","GLUL"
"7439","GLYAT"
"7440","GLYATL1"
"7441","GLYATL1P4"
"7442","GLYATL2"
"7443","GLYATL3"
"7444","GLYCAM1"
"7445","GLYCTK"
"7446","GLYR1"
"7447","GM2A"
"7448","GMCL1"
"7449","GMCL1L"
"7450","GMDS"
"7451","GMEB1"
"7452","GMEB2"
"7453","GMFB"
"7454","GMFG"
"7455","GMIP"
"7456","GML"
"7457","GMNN"
"7458","GMPPA"
"7459","GMPPB"
"7460","GMPR"
"7461","GMPR2"
"7462","GMPS"
"7463","GNA11"
"7464","GNA12"
"7465","GNA13"
"7466","GNA14"
"7467","GNA15"
"7468","GNAI1"
"7469","GNAI2"
"7470","GNAI3"
"7471","GNAL"
"7472","GNAO1"
"7473","GNAQ"
"7474","GNAS"
"7475","GNAS-AS"
"7476","GNAT1"
"7477","GNAT2"
"7478","GNAT3"
"7479","GNAZ"
"7480","GNB1"
"7481","GNB1L"
"7482","GNB2"
"7483","GNB2L1"
"7484","GNB3"
"7485","GNB4"
"7486","GNB5"
"7487","GNE"
"7488","GNG10"
"7489","GNG11"
"7490","GNG12"
"7491","GNG13"
"7492","GNG2"
"7493","GNG3"
"7494","GNG4"
"7495","GNG5"
"7496","GNG7"
"7497","GNG8"
"7498","GNGT1"
"7499","GNGT2"
"7500","GNL1"
"7501","GNL2"
"7502","GNL3"
"7503","GNL3L"
"7504","GNL3LP1"
"7505","GNLY"
"7506","GNMT"
"7507","GNN"
"7508","GNPAT"
"7509","GNPDA1"
"7510","GNPDA2"
"7511","GNPNAT1"
"7512","GNPTAB"
"7513","GNPTG"
"7514","GNRH1"
"7515","GNRH2"
"7516","GNRHR"
"7517","GNRHR2"
"7518","GNS"
"7519","GOLGA1"
"7520","GOLGA2"
"7521","GOLGA2B"
"7522","GOLGA2P2Y"
"7523","GOLGA3"
"7524","GOLGA4"
"7525","GOLGA5"
"7526","GOLGA6A"
"7527","GOLGA6B"
"7528","GOLGA6C"
"7529","GOLGA6L1"
"7530","GOLGA6L10"
"7531","GOLGA6L2"
"7532","GOLGA6L3"
"7533","GOLGA6L4"
"7534","GOLGA6L5"
"7535","GOLGA6L7P"
"7536","GOLGA6L9"
"7537","GOLGA7"
"7538","GOLGA7B"
"7539","GOLGA8A"
"7540","GOLGA8B"
"7541","GOLGA8C"
"7542","GOLGA8DP"
"7543","GOLGA8E"
"7544","GOLGA8F"
"7545","GOLGA8G"
"7546","GOLGA8H"
"7547","GOLGA8IP"
"7548","GOLGA8J"
"7549","GOLGB1"
"7550","GOLIM4"
"7551","GOLM1"
"7552","GOLPH3"
"7553","GOLPH3L"
"7554","GOLT1A"
"7555","GOLT1B"
"7556","GON4L"
"7557","GOPC"
"7558","GORAB"
"7559","GORASP1"
"7560","GORASP2"
"7561","GOSR1"
"7562","GOSR2"
"7563","GOT1"
"7564","GOT1L1"
"7565","GOT2"
"7566","GP1BA"
"7567","GP1BB"
"7568","GP2"
"7569","GP5"
"7570","GP6"
"7571","GP9"
"7572","GPA33"
"7573","GPAA1"
"7574","GPAM"
"7575","GPAT2"
"7576","GPATCH1"
"7577","GPATCH2"
"7578","GPATCH3"
"7579","GPATCH4"
"7580","GPATCH8"
"7581","GPBAR1"
"7582","GPBP1"
"7583","GPBP1L1"
"7584","GPC1"
"7585","GPC2"
"7586","GPC3"
"7587","GPC4"
"7588","GPC5"
"7589","GPC6"
"7590","GPCPD1"
"7591","GPCRLTM7"
"7592","GPD1"
"7593","GPD1L"
"7594","GPD2"
"7595","GPER"
"7596","GPHA2"
"7597","GPHB5"
"7598","GPHN"
"7599","GPI"
"7600","GPIHBP1"
"7601","GPKOW"
"7602","GPLD1"
"7603","GPM6A"
"7604","GPM6B"
"7605","GPN1"
"7606","GPN2"
"7607","GPN3"
"7608","GPNMB"
"7609","GPR1"
"7610","GPR101"
"7611","GPR107"
"7612","GPR108"
"7613","GPR109A"
"7614","GPR109B"
"7615","GPR110"
"7616","GPR111"
"7617","GPR112"
"7618","GPR113"
"7619","GPR114"
"7620","GPR115"
"7621","GPR116"
"7622","GPR119"
"7623","GPR12"
"7624","GPR120"
"7625","GPR123"
"7626","GPR124"
"7627","GPR125"
"7628","GPR126"
"7629","GPR128"
"7630","GPR132"
"7631","GPR133"
"7632","GPR135"
"7633","GPR137"
"7634","GPR137B"
"7635","GPR137C"
"7636","GPR139"
"7637","GPR141"
"7638","GPR142"
"7639","GPR143"
"7640","GPR144"
"7641","GPR146"
"7642","GPR148"
"7643","GPR149"
"7644","GPR15"
"7645","GPR150"
"7646","GPR151"
"7647","GPR152"
"7648","GPR153"
"7649","GPR155"
"7650","GPR156"
"7651","GPR157"
"7652","GPR158"
"7653","GPR160"
"7654","GPR161"
"7655","GPR162"
"7656","GPR17"
"7657","GPR171"
"7658","GPR172A"
"7659","GPR172B"
"7660","GPR173"
"7661","GPR174"
"7662","GPR176"
"7663","GPR179"
"7664","GPR18"
"7665","GPR180"
"7666","GPR182"
"7667","GPR183"
"7668","GPR19"
"7669","GPR20"
"7670","GPR21"
"7671","GPR22"
"7672","GPR25"
"7673","GPR26"
"7674","GPR27"
"7675","GPR3"
"7676","GPR32"
"7677","GPR33"
"7678","GPR34"
"7679","GPR35"
"7680","GPR37"
"7681","GPR37L1"
"7682","GPR39"
"7683","GPR4"
"7684","GPR44"
"7685","GPR45"
"7686","GPR50"
"7687","GPR52"
"7688","GPR55"
"7689","GPR56"
"7690","GPR6"
"7691","GPR61"
"7692","GPR62"
"7693","GPR63"
"7694","GPR64"
"7695","GPR65"
"7696","GPR68"
"7697","GPR75"
"7698","GPR77"
"7699","GPR78"
"7700","GPR81"
"7701","GPR82"
"7702","GPR83"
"7703","GPR84"
"7704","GPR85"
"7705","GPR87"
"7706","GPR88"
"7707","GPR89A"
"7708","GPR89B"
"7709","GPR97"
"7710","GPR98"
"7711","GPRASP1"
"7712","GPRASP2"
"7713","GPRC5A"
"7714","GPRC5B"
"7715","GPRC5C"
"7716","GPRC5D"
"7717","GPRC6A"
"7718","GPRIN1"
"7719","GPRIN2"
"7720","GPRIN3"
"7721","GPS1"
"7722","GPS2"
"7723","GPSM1"
"7724","GPSM2"
"7725","GPSM3"
"7726","GPT"
"7727","GPT2"
"7728","GPX1"
"7729","GPX2"
"7730","GPX3"
"7731","GPX4"
"7732","GPX5"
"7733","GPX6"
"7734","GPX7"
"7735","GPX8"
"7736","GRAMD1A"
"7737","GRAMD1B"
"7738","GRAMD1C"
"7739","GRAMD2"
"7740","GRAMD3"
"7741","GRAMD4"
"7742","GRAP"
"7743","GRAP2"
"7744","GRAPL"
"7745","GRASP"
"7746","GRB10"
"7747","GRB14"
"7748","GRB2"
"7749","GRB7"
"7750","GREB1"
"7751","GREB1L"
"7752","GREM1"
"7753","GREM2"
"7754","GRHL1"
"7755","GRHL2"
"7756","GRHL3"
"7757","GRHPR"
"7758","GRIA1"
"7759","GRIA2"
"7760","GRIA3"
"7761","GRIA4"
"7762","GRID1"
"7763","GRID2"
"7764","GRID2IP"
"7765","GRIK1"
"7766","GRIK1-AS"
"7767","GRIK2"
"7768","GRIK3"
"7769","GRIK4"
"7770","GRIK5"
"7771","GRIN1"
"7772","GRIN2A"
"7773","GRIN2B"
"7774","GRIN2C"
"7775","GRIN2D"
"7776","GRIN3A"
"7777","GRIN3B"
"7778","GRINA"
"7779","GRINL1A"
"7780","GRIP1"
"7781","GRIP2"
"7782","GRIPAP1"
"7783","GRK1"
"7784","GRK4"
"7785","GRK5"
"7786","GRK6"
"7787","GRK7"
"7788","GRLF1"
"7789","GRM1"
"7790","GRM2"
"7791","GRM3"
"7792","GRM4"
"7793","GRM5"
"7794","GRM6"
"7795","GRM7"
"7796","GRM8"
"7797","GRN"
"7798","GRP"
"7799","GRPEL1"
"7800","GRPEL2"
"7801","GRPR"
"7802","GRRP1"
"7803","GRSF1"
"7804","GRTP1"
"7805","GRWD1"
"7806","GRXCR1"
"7807","GS85"
"7808","GSC"
"7809","GSC2"
"7810","GSDMA"
"7811","GSDMB"
"7812","GSDMC"
"7813","GSDMD"
"7814","GSG1"
"7815","GSG1L"
"7816","GSG2"
"7817","GSK3A"
"7818","GSK3B"
"7819","GSN"
"7820","GSPT1"
"7821","GSPT2"
"7822","GSR"
"7823","GSS"
"7824","GSTA1"
"7825","GSTA2"
"7826","GSTA3"
"7827","GSTA4"
"7828","GSTA5"
"7829","GSTCD"
"7830","GSTK1"
"7831","GSTM1"
"7832","GSTM2"
"7833","GSTM2P1"
"7834","GSTM3"
"7835","GSTM4"
"7836","GSTM5"
"7837","GSTO1"
"7838","GSTO2"
"7839","GSTP1"
"7840","GSTT1"
"7841","GSTT2"
"7842","GSTTP1"
"7843","GSTTP2"
"7844","GSTZ1"
"7845","GSX1"
"7846","GSX2"
"7847","GTDC1"
"7848","GTF2A1"
"7849","GTF2A1L"
"7850","GTF2A2"
"7851","GTF2B"
"7852","GTF2E1"
"7853","GTF2E2"
"7854","GTF2F1"
"7855","GTF2F2"
"7856","GTF2H1"
"7857","GTF2H2"
"7858","GTF2H2B"
"7859","GTF2H2C"
"7860","GTF2H3"
"7861","GTF2H4"
"7862","GTF2H5"
"7863","GTF2I"
"7864","GTF2IP1"
"7865","GTF2IRD1"
"7866","GTF2IRD2"
"7867","GTF2IRD2P1"
"7868","GTF3A"
"7869","GTF3C1"
"7870","GTF3C2"
"7871","GTF3C3"
"7872","GTF3C4"
"7873","GTF3C5"
"7874","GTF3C6"
"7875","GTPBP1"
"7876","GTPBP10"
"7877","GTPBP2"
"7878","GTPBP3"
"7879","GTPBP4"
"7880","GTPBP5"
"7881","GTPBP6"
"7882","GTPBP8"
"7883","GTSCR1"
"7884","GTSE1"
"7885","GTSF1"
"7886","GTSF1L"
"7887","GUCA1A"
"7888","GUCA1B"
"7889","GUCA1C"
"7890","GUCA2A"
"7891","GUCA2B"
"7892","GUCY1A2"
"7893","GUCY1A3"
"7894","GUCY1B2"
"7895","GUCY1B3"
"7896","GUCY2C"
"7897","GUCY2D"
"7898","GUCY2F"
"7899","GUCY2GP"
"7900","GUF1"
"7901","GUK1"
"7902","GULP1"
"7903","GUSB"
"7904","GUSBL1"
"7905","GUSBP1"
"7906","GUSBP3"
"7907","GUSBP4"
"7908","GVINP1"
"7909","GXYLT1"
"7910","GXYLT2"
"7911","GYG1"
"7912","GYG2"
"7913","GYG2P1"
"7914","GYLTL1B"
"7915","GYPA"
"7916","GYPB"
"7917","GYPC"
"7918","GYPE"
"7919","GYS1"
"7920","GYS2"
"7921","GZF1"
"7922","GZMA"
"7923","GZMB"
"7924","GZMH"
"7925","GZMK"
"7926","GZMM"
"7927","H19"
"7928","H1F0"
"7929","H1FNT"
"7930","H1FOO"
"7931","H1FX"
"7932","H2AFB1"
"7933","H2AFB3"
"7934","H2AFJ"
"7935","H2AFV"
"7936","H2AFX"
"7937","H2AFY"
"7938","H2AFY2"
"7939","H2AFZ"
"7940","H2BFM"
"7941","H2BFS"
"7942","H2BFWT"
"7943","H2BFXP"
"7944","H3F3A"
"7945","H3F3B"
"7946","H3F3C"
"7947","H6PD"
"7948","HAAO"
"7949","HABP2"
"7950","HABP4"
"7951","HACE1"
"7952","HACL1"
"7953","HADH"
"7954","HADHA"
"7955","HADHB"
"7956","HAGH"
"7957","HAGHL"
"7958","HAL"
"7959","HAMP"
"7960","HAND1"
"7961","HAND2"
"7962","HAO1"
"7963","HAO2"
"7964","HAP1"
"7965","HAPLN1"
"7966","HAPLN2"
"7967","HAPLN3"
"7968","HAPLN4"
"7969","HAR1A"
"7970","HAR1B"
"7971","HARBI1"
"7972","HARS"
"7973","HARS2"
"7974","HAS1"
"7975","HAS2"
"7976","HAS2-AS"
"7977","HAS3"
"7978","HAT1"
"7979","HAUS1"
"7980","HAUS2"
"7981","HAUS3"
"7982","HAUS4"
"7983","HAUS5"
"7984","HAUS6"
"7985","HAUS7"
"7986","HAUS8"
"7987","HAVCR1"
"7988","HAVCR2"
"7989","HAX1"
"7990","HBA1"
"7991","HBB"
"7992","HBBP1"
"7993","HBCBP"
"7994","HBD"
"7995","HBE1"
"7996","HBEGF"
"7997","HBG1"
"7998","HBG2"
"7999","HBM"
"8000","HBP1"
"8001","HBQ1"
"8002","HBS1L"
"8003","HBXIP"
"8004","HBZ"
"8005","HCCS"
"8006","HCFC1"
"8007","HCFC1R1"
"8008","HCFC2"
"8009","HCG11"
"8010","HCG18"
"8011","HCG22"
"8012","HCG26"
"8013","HCG27"
"8014","HCG4"
"8015","HCG4P6"
"8016","HCG8"
"8017","HCG9"
"8018","HCK"
"8019","HCLS1"
"8020","HCN1"
"8021","HCN2"
"8022","HCN3"
"8023","HCN4"
"8024","HCP5"
"8025","HCRP1"
"8026","HCRT"
"8027","HCRTR1"
"8028","HCRTR2"
"8029","HCST"
"8030","HDAC1"
"8031","HDAC10"
"8032","HDAC11"
"8033","HDAC2"
"8034","HDAC3"
"8035","HDAC4"
"8036","HDAC5"
"8037","HDAC6"
"8038","HDAC7"
"8039","HDAC8"
"8040","HDAC9"
"8041","HDC"
"8042","HDDC2"
"8043","HDDC3"
"8044","HDGF"
"8045","HDGFL1"
"8046","HDGFRP2"
"8047","HDGFRP3"
"8048","HDHD1"
"8049","HDHD2"
"8050","HDHD3"
"8051","HDLBP"
"8052","HDX"
"8053","HEATR1"
"8054","HEATR3"
"8055","HEATR4"
"8056","HEATR5A"
"8057","HEATR5B"
"8058","HEATR6"
"8059","HEATR7A"
"8060","HEATR7B1"
"8061","HEATR7B2"
"8062","HEBP1"
"8063","HEBP2"
"8064","HECA"
"8065","HECTD1"
"8066","HECTD2"
"8067","HECTD3"
"8068","HECW1"
"8069","HECW2"
"8070","HEG1"
"8071","HEJ1"
"8072","HELB"
"8073","HELLS"
"8074","HELQ"
"8075","HELT"
"8076","HELZ"
"8077","HEMGN"
"8078","HEMK1"
"8079","HEPACAM"
"8080","HEPACAM2"
"8081","HEPH"
"8082","HEPHL1"
"8083","HEPN1"
"8084","HERC1"
"8085","HERC2"
"8086","HERC2P2"
"8087","HERC2P3"
"8088","HERC2P4"
"8089","HERC2P7"
"8090","HERC2P9"
"8091","HERC3"
"8092","HERC4"
"8093","HERC5"
"8094","HERC6"
"8095","HERPUD1"
"8096","HERPUD2"
"8097","HERV-V1"
"8098","HES1"
"8099","HES2"
"8100","HES3"
"8101","HES4"
"8102","HES5"
"8103","HES6"
"8104","HES7"
"8105","HESX1"
"8106","HEXA"
"8107","HEXB"
"8108","HEXDC"
"8109","HEXIM1"
"8110","HEXIM2"
"8111","HEY1"
"8112","HEY2"
"8113","HEYL"
"8114","HFE"
"8115","HFE2"
"8116","HFM1"
"8117","HGC6.3"
"8118","HGD"
"8119","HGF"
"8120","HGFAC"
"8121","HGS"
"8122","HGSNAT"
"8123","HHAT"
"8124","HHATL"
"8125","HHEX"
"8126","HHIP"
"8127","HHIPL1"
"8128","HHIPL2"
"8129","HHLA1"
"8130","HHLA2"
"8131","HHLA3"
"8132","HIAT1"
"8133","HIATL1"
"8134","HIATL2"
"8135","HIBADH"
"8136","HIBCH"
"8137","HIC1"
"8138","HIC2"
"8139","HIF1A"
"8140","HIF1AN"
"8141","HIF3A"
"8142","HIGD1A"
"8143","HIGD1B"
"8144","HIGD2A"
"8145","HIGD2B"
"8146","HILS1"
"8147","HINFP"
"8148","HINT1"
"8149","HINT2"
"8150","HINT3"
"8151","HIP1"
"8152","HIP1R"
"8153","HIPK1"
"8154","HIPK2"
"8155","HIPK3"
"8156","HIPK4"
"8157","HIRA"
"8158","HIRIP3"
"8159","HIST1H1A"
"8160","HIST1H1B"
"8161","HIST1H1C"
"8162","HIST1H1D"
"8163","HIST1H1E"
"8164","HIST1H1T"
"8165","HIST1H2AA"
"8166","HIST1H2AB"
"8167","HIST1H2AC"
"8168","HIST1H2AD"
"8169","HIST1H2AE"
"8170","HIST1H2AG"
"8171","HIST1H2AH"
"8172","HIST1H2AI"
"8173","HIST1H2AJ"
"8174","HIST1H2AK"
"8175","HIST1H2AL"
"8176","HIST1H2AM"
"8177","HIST1H2BA"
"8178","HIST1H2BB"
"8179","HIST1H2BC"
"8180","HIST1H2BD"
"8181","HIST1H2BE"
"8182","HIST1H2BF"
"8183","HIST1H2BG"
"8184","HIST1H2BH"
"8185","HIST1H2BI"
"8186","HIST1H2BJ"
"8187","HIST1H2BK"
"8188","HIST1H2BL"
"8189","HIST1H2BM"
"8190","HIST1H2BN"
"8191","HIST1H2BO"
"8192","HIST1H3A"
"8193","HIST1H3B"
"8194","HIST1H3C"
"8195","HIST1H3D"
"8196","HIST1H3E"
"8197","HIST1H3F"
"8198","HIST1H3G"
"8199","HIST1H3H"
"8200","HIST1H3I"
"8201","HIST1H3J"
"8202","HIST1H4A"
"8203","HIST1H4B"
"8204","HIST1H4C"
"8205","HIST1H4D"
"8206","HIST1H4E"
"8207","HIST1H4F"
"8208","HIST1H4G"
"8209","HIST1H4H"
"8210","HIST1H4I"
"8211","HIST1H4J"
"8212","HIST1H4K"
"8213","HIST1H4L"
"8214","HIST2H2AA3"
"8215","HIST2H2AB"
"8216","HIST2H2AC"
"8217","HIST2H2BA"
"8218","HIST2H2BC"
"8219","HIST2H2BE"
"8220","HIST2H2BF"
"8221","HIST2H3A"
"8222","HIST2H3D"
"8223","HIST2H4A"
"8224","HIST3H2A"
"8225","HIST3H2BB"
"8226","HIST3H3"
"8227","HIST4H4"
"8228","HIVEP1"
"8229","HIVEP2"
"8230","HIVEP3"
"8231","HJURP"
"8232","HK1"
"8233","HK2"
"8234","HK3"
"8235","HKDC1"
"8236","HKR1"
"8237","HLA-B"
"8238","HLA-DMA"
"8239","HLA-DMB"
"8240","HLA-DOA"
"8241","HLA-DOB"
"8242","HLA-DPA1"
"8243","HLA-DPB1"
"8244","HLA-DPB2"
"8245","HLA-DQA2"
"8246","HLA-DQB2"
"8247","HLA-DRA"
"8248","HLA-DRB1"
"8249","HLA-DRB5"
"8250","HLA-DRB6"
"8251","HLA-E"
"8252","HLA-F"
"8253","HLA-L"
"8254","HLCS"
"8255","HLF"
"8256","HLTF"
"8257","HLX"
"8258","HM13"
"8259","HMBOX1"
"8260","HMBS"
"8261","HMCN1"
"8262","HMCN2"
"8263","HMG20A"
"8264","HMG20B"
"8265","HMGA1"
"8266","HMGA2"
"8267","HMGB1"
"8268","HMGB2"
"8269","HMGB3"
"8270","HMGB3P1"
"8271","HMGB4"
"8272","HMGCL"
"8273","HMGCLL1"
"8274","HMGCR"
"8275","HMGCS1"
"8276","HMGCS2"
"8277","HMGN1"
"8278","HMGN2"
"8279","HMGN3"
"8280","HMGN4"
"8281","HMGN5"
"8282","HMGXB3"
"8283","HMGXB4"
"8284","HMHA1"
"8285","HMHB1"
"8286","HMMR"
"8287","HMOX1"
"8288","HMOX2"
"8289","HMP19"
"8290","HMSD"
"8291","HMX1"
"8292","HMX2"
"8293","HMX3"
"8294","HN1"
"8295","HN1L"
"8296","HNF1A"
"8297","HNF1B"
"8298","HNF4A"
"8299","HNF4G"
"8300","HNMT"
"8301","HNRNPA0"
"8302","HNRNPA1"
"8303","HNRNPA1L2"
"8304","HNRNPA1P10"
"8305","HNRNPA1P6"
"8306","HNRNPA2B1"
"8307","HNRNPA3"
"8308","HNRNPA3P1"
"8309","HNRNPAB"
"8310","HNRNPC"
"8311","HNRNPCL1"
"8312","HNRNPD"
"8313","HNRNPF"
"8314","HNRNPH1"
"8315","HNRNPH2"
"8316","HNRNPH3"
"8317","HNRNPK"
"8318","HNRNPL"
"8319","HNRNPM"
"8320","HNRNPR"
"8321","HNRNPU"
"8322","HNRNPUL1"
"8323","HNRNPUL2"
"8324","HNRPA1P5"
"8325","HNRPDL"
"8326","HNRPLL"
"8327","HOMER1"
"8328","HOMER2"
"8329","HOMER3"
"8330","HOMEZ"
"8331","HOOK1"
"8332","HOOK2"
"8333","HOOK3"
"8334","HOPX"
"8335","HORMAD1"
"8336","HORMAD2"
"8337","HOTAIR"
"8338","HOXA1"
"8339","HOXA10"
"8340","HOXA11"
"8341","HOXA11-AS"
"8342","HOXA13"
"8343","HOXA2"
"8344","HOXA3"
"8345","HOXA4"
"8346","HOXA5"
"8347","HOXA6"
"8348","HOXA7"
"8349","HOXA9"
"8350","HOXB1"
"8351","HOXB13"
"8352","HOXB2"
"8353","HOXB3"
"8354","HOXB4"
"8355","HOXB5"
"8356","HOXB6"
"8357","HOXB7"
"8358","HOXB8"
"8359","HOXB9"
"8360","HOXC10"
"8361","HOXC11"
"8362","HOXC12"
"8363","HOXC13"
"8364","HOXC4"
"8365","HOXC5"
"8366","HOXC6"
"8367","HOXC8"
"8368","HOXC9"
"8369","HOXD1"
"8370","HOXD10"
"8371","HOXD11"
"8372","HOXD12"
"8373","HOXD13"
"8374","HOXD3"
"8375","HOXD4"
"8376","HOXD8"
"8377","HOXD9"
"8378","HP"
"8379","HP1BP3"
"8380","HPCA"
"8381","HPCAL1"
"8382","HPCAL4"
"8383","HPD"
"8384","HPDL"
"8385","HPGD"
"8386","HPGDS"
"8387","HPN"
"8388","HPR"
"8389","HPRT1"
"8390","HPS1"
"8391","HPS3"
"8392","HPS4"
"8393","HPS5"
"8394","HPS6"
"8395","HPSE"
"8396","HPSE2"
"8397","HPX"
"8398","HR"
"8399","HRAS"
"8400","HRASLS"
"8401","HRASLS2"
"8402","HRASLS5"
"8403","HRC"
"8404","HRCT1"
"8405","HRG"
"8406","HRH1"
"8407","HRH2"
"8408","HRH3"
"8409","HRH4"
"8410","HRK"
"8411","HRNR"
"8412","HRSP12"
"8413","HS1BP3"
"8414","HS2ST1"
"8415","HS3ST1"
"8416","HS3ST2"
"8417","HS3ST3A1"
"8418","HS3ST3B1"
"8419","HS3ST4"
"8420","HS3ST5"
"8421","HS3ST6"
"8422","HS6ST1"
"8423","HS6ST2"
"8424","HS6ST3"
"8425","HSBP1"
"8426","HSBP1L1"
"8427","HSCB"
"8428","HSD11B1"
"8429","HSD11B1L"
"8430","HSD11B2"
"8431","HSD17B1"
"8432","HSD17B10"
"8433","HSD17B11"
"8434","HSD17B12"
"8435","HSD17B13"
"8436","HSD17B14"
"8437","HSD17B2"
"8438","HSD17B3"
"8439","HSD17B4"
"8440","HSD17B6"
"8441","HSD17B7"
"8442","HSD17B7P2"
"8443","HSD17B8"
"8444","HSD3B1"
"8445","HSD3B2"
"8446","HSD3B7"
"8447","HSD3BP4"
"8448","HSDL1"
"8449","HSDL2"
"8450","HSF1"
"8451","HSF2"
"8452","HSF2BP"
"8453","HSF4"
"8454","HSF5"
"8455","HSFX1"
"8456","HSFY1P1"
"8457","HSFY2"
"8458","HSH2D"
"8459","HSP90AA1"
"8460","HSP90AA2"
"8461","HSP90AB1"
"8462","HSP90AB2P"
"8463","HSP90AB3P"
"8464","HSP90AB6P"
"8465","HSP90B1"
"8466","HSP90B2P"
"8467","HSP90B3P"
"8468","HSPA12A"
"8469","HSPA12B"
"8470","HSPA13"
"8471","HSPA14"
"8472","HSPA1A"
"8473","HSPA1B"
"8474","HSPA1L"
"8475","HSPA2"
"8476","HSPA4"
"8477","HSPA4L"
"8478","HSPA5"
"8479","HSPA6"
"8480","HSPA7"
"8481","HSPA8"
"8482","HSPA9"
"8483","HSPB1"
"8484","HSPB11"
"8485","HSPB2"
"8486","HSPB3"
"8487","HSPB6"
"8488","HSPB7"
"8489","HSPB8"
"8490","HSPB9"
"8491","HSPBAP1"
"8492","HSPBP1"
"8493","HSPC072"
"8494","HSPC081"
"8495","HSPC157"
"8496","HSPC159"
"8497","HSPD1"
"8498","HSPE1"
"8499","HSPG2"
"8500","HSPH1"
"8501","HTA"
"8502","HTATIP2"
"8503","HTATSF1"
"8504","HTN1"
"8505","HTN3"
"8506","HTR1A"
"8507","HTR1B"
"8508","HTR1D"
"8509","HTR1E"
"8510","HTR1F"
"8511","HTR2A"
"8512","HTR2B"
"8513","HTR2C"
"8514","HTR3A"
"8515","HTR3B"
"8516","HTR3C"
"8517","HTR3D"
"8518","HTR3E"
"8519","HTR4"
"8520","HTR5A"
"8521","HTR6"
"8522","HTR7"
"8523","HTR7P1"
"8524","HTRA1"
"8525","HTRA2"
"8526","HTRA3"
"8527","HTRA4"
"8528","HTT"
"8529","HULC"
"8530","HUNK"
"8531","HUS1"
"8532","HUS1B"
"8533","HUWE1"
"8534","HVCN1"
"8535","HYAL1"
"8536","HYAL2"
"8537","HYAL3"
"8538","HYAL4"
"8539","HYALP1"
"8540","HYDIN"
