"","Row.names","AFTPH","ARGLU1","ATP1A3","ATP8A1","AUTS2","B3GAT1","CAMK2A","CDK5R1","CHD9","CNR1","CPEB2","CREG2","CYFIP2","CYGB","DGKD","DLG4","EID1","ENDOD1","EPS15","FNDC3A","FOXP1","GNAI1","GRIA1","GSK3B","IGF1R","KIAA0100","KIAA0513","KIF5C","KLHL24","LIN7A","LRRC7","LSM11","MAP3K2","MAPRE2","MARCKS","MEG3","MIA3","MINK1","MYCBP2","NCDN","NUMBL","PBX1","PCDH19","PGM2L1","PIK3R1","PLXNC1","PPP2R2C","PRKAB2","PYGM","R3HDM1","RALGAPA1","RHOU","RICTOR","RIMBP2","RNF165","RSF1","SHOC2","SLC8A1","SMARCC2","SOBP","SP4","SPOCK2","SPTBN1","SRRM1","SRSF11","TIMP2","TMOD2","TNFRSF19","TRIM2","UBR2","ZBTB16","ZEB2","ZNF445","ZNF804A","EFS_fct"
"1","PAAPFA",7.820735,9.000961,8.504816,8.393221,8.033438,7.228933,7.744043,7.613731,7.606751,5.794877,7.308192,6.080063,8.925098,8.335433,8.196081,7.811604,8.416832,7.009103,7.904336,8.849356,7.875172,7.399099,7.026222,8.993674,7.983469,8.853447,6.568023,8.979877,8.389768,6.83593,7.756982,7.911962,7.107005,7.38134,8.854911,9.323184,8.176202,7.553421,8.252814,7.920571,7.815221,8.498433,5.014777,7.568061,8.692898,8.781823,7.499313,7.89131,6.066646,8.002668,8.766983,9.602255,7.891961,8.351531,6.874332,7.06331,9.008013,7.758418,8.617041,8.112055,7.561501,7.915247,9.6242,8.448701,8.712909,9.990265,7.979391,7.450374,7.899208,7.446229,7.087856,7.070577,7.920101,8.435062,"EFS_L5"
"2","PACLJN",8.501823,8.971052,9.403734,8.378465,8.469318,7.35232,7.715048,8.517403,8.276839,7.579555,7.778994,8.084212,10.328561,8.141593,8.423108,8.247164,8.971163,7.634377,8.702901,9.349648,8.159173,8.264983,8.885162,9.460233,9.735471,8.51627,7.759882,9.548609,8.92391,5.589127,5.987108,8.416403,7.977105,8.17778,9.810913,8.49844,8.18255,7.823646,9.317757,8.35652,8.712669,10.129586,5.634287,9.499855,9.308134,8.891691,7.540258,9.135158,7.553635,7.809257,8.79701,9.776526,8.553445,8.722343,7.923906,8.20805,9.042123,7.353136,9.231211,7.711078,8.957751,9.258777,9.907346,8.661004,8.070893,10.298801,9.601605,8.005157,9.681065,7.73886,6.972379,6.862385,8.36078,9.254752,"EFS_G5"
"4","PACRYY",8.509942,9.653981,8.690372,8.454673,9.253569,6.789155,7.211538,8.492577,8.327498,6.831483,7.063316,6.789135,10.007357,7.947365,8.262465,7.799818,8.636425,6.3979,8.415055,9.399973,8.499584,8.719674,8.983135,9.730272,8.917705,8.670085,7.438589,9.704224,8.930103,8.022359,6.598822,8.362133,7.851732,7.606416,9.534951,9.2626,7.85549,7.717906,8.753847,7.807748,7.920334,9.307016,4.603854,9.684658,8.417528,8.699779,6.92988,8.3209,6.651252,8.341423,8.766177,8.872876,8.506611,9.299133,7.602134,8.540352,9.308043,8.608295,9.450674,7.541055,9.023848,8.108478,9.136041,8.377124,8.651393,9.837383,8.459098,6.844649,9.15617,7.731539,6.388966,6.74556,8.496901,10.003109,"EFS_G5"
"5","PACRZM",8.357536,8.619912,8.48627,8.723298,8.229946,6.951868,7.557244,8.77657,8.057507,6.641839,7.655006,7.390172,9.578114,8.412335,8.480484,7.624153,8.982214,6.974124,8.109511,8.68432,7.715531,8.295162,7.733885,9.168027,7.953933,8.482785,7.306545,9.49115,9.063731,5.872955,4.686482,8.053177,7.575536,7.63048,9.912702,8.401541,7.81048,7.651457,8.150635,7.837259,8.343173,9.650936,4.668179,8.89326,8.446739,8.519245,8.137972,8.29166,7.557261,8.013953,9.832628,9.857981,8.214494,8.100373,7.132709,8.281397,9.155413,8.150352,9.305406,7.725397,8.316887,6.963767,8.918347,8.008366,8.185884,9.591472,8.36738,6.58984,8.939536,7.633364,6.313312,6.610881,7.688395,9.430393,"EFS_L5"
"6","PACSNL",8.789116,9.294409,8.196572,9.237987,8.059932,7.322875,6.474751,7.738166,7.821295,6.039355,8.056608,5.607357,9.491694,6.887403,8.418895,7.83647,8.943198,6.832243,9.342123,8.934611,8.28959,8.116362,7.751636,9.568469,8.84322,9.113258,6.193462,9.669481,8.739135,6.116491,6.393877,7.756769,7.685122,7.48717,8.906795,6.666252,8.311856,7.688561,9.045818,8.380673,7.868726,9.34357,5.046506,9.484135,8.978921,8.498067,5.606642,8.212944,7.354335,8.492634,9.239474,8.824112,8.82485,8.768757,6.72992,8.687793,9.584955,8.163612,9.225534,7.258602,7.905504,6.513906,9.320213,8.654259,9.11648,9.249963,8.719274,6.732887,8.410384,8.049394,6.638417,8.076628,8.335006,8.700389,"EFS_L5"
"7","PACSSR",7.145846,8.151478,7.636496,7.997303,8.332863,7.058675,6.726936,7.921824,8.157479,4.999044,5.904646,6.009192,7.808815,7.517475,8.067983,8.114044,6.915723,5.944373,7.124506,8.022136,7.54159,6.757081,6.714248,7.500421,7.523891,9.108292,6.854063,8.93171,6.739344,4.689723,6.651652,6.909643,5.792203,6.435555,7.344741,10.594887,6.615106,8.264145,8.399877,7.330679,8.142098,7.384756,4.487411,6.595723,7.827384,7.001945,7.090346,6.708155,6.315375,8.321308,7.771419,8.515664,6.26346,8.353701,7.619846,6.235297,7.337417,6.024677,8.927157,7.329485,6.765395,7.528036,9.209369,8.420459,7.949262,8.634271,8.235735,6.421901,7.244323,6.574341,6.730349,6.610975,7.809481,6.976521,"EFS_L5"
"8","PACUGP",7.922848,9.42545,8.049164,8.886858,8.698361,6.947437,6.500845,8.150763,7.759506,5.157428,7.541031,5.58266,9.222437,6.806373,8.170544,7.741248,8.397738,7.458661,8.393847,8.819233,8.067084,7.225381,7.150011,9.301544,9.435968,8.978475,6.14855,9.18913,8.977175,4.467379,6.477033,7.688379,6.849429,7.167008,9.217196,8.381288,7.403715,7.706937,8.759516,7.782649,7.972131,9.1987,4.619094,9.029294,7.836152,7.968818,6.05369,7.773662,6.930304,7.895911,8.518795,8.823612,8.263742,8.049484,7.130403,7.988382,8.798487,8.40636,9.082198,7.155036,8.417095,7.408777,8.696413,7.82765,8.938133,9.810127,8.349528,7.121602,8.477739,7.419783,7.033956,5.93417,8.159084,10.253684,"EFS_L5"
"9","PACVNB",7.841153,8.613263,8.254884,8.093315,8.751025,7.074163,6.627686,9.082431,7.468059,4.828253,8.166935,7.085122,9.598355,7.388452,8.659404,7.706724,8.160633,7.340631,8.678935,8.252794,7.903387,7.808845,8.92374,9.505274,8.100262,9.073725,6.938686,9.620703,8.197617,5.781001,7.915505,7.99318,7.738013,7.309245,9.248138,8.600216,7.313539,7.780462,8.24891,8.244809,8.061878,9.165944,5.532545,8.711864,7.649989,8.402275,8.55688,7.923746,6.116467,7.969197,8.069562,8.430338,7.997134,8.524193,7.273933,8.060838,8.976951,6.855548,8.937652,7.359571,7.921649,8.327287,9.489287,8.512975,8.733846,9.875102,8.854426,5.759369,9.01199,7.08957,6.761707,6.976804,7.875902,8.019528,"EFS_L5"
"10","PACYGY",7.690082,9.238223,8.265336,8.266248,8.342443,6.891832,6.586986,8.202242,7.727224,6.10992,7.309445,5.886745,9.171587,8.00738,7.914298,7.823628,8.221922,6.997518,7.753665,8.558205,7.928414,6.958478,7.365724,8.776159,9.165047,8.480196,7.161104,8.901292,7.586787,5.529435,6.232922,7.636047,6.658625,7.509194,8.943931,9.806141,6.80614,7.839687,8.312758,7.876019,7.948457,8.633813,4.118607,8.213294,8.503508,8.302942,6.295676,7.215055,6.576736,7.370781,8.38286,8.520917,7.380399,9.232013,7.383424,7.62679,8.824507,7.476205,9.121632,7.999549,7.992388,8.651964,9.106426,8.023744,8.20061,9.582363,8.92207,7.178345,8.275781,6.977068,6.980706,6.950182,7.712717,7.330861,"EFS_L5"
"11","PACZPX",7.551034,9.016571,7.346942,8.920707,8.495675,5.892394,6.511311,7.414837,8.250206,6.093444,7.112444,5.673543,8.816903,6.645137,7.487541,6.458272,8.270748,6.917053,8.018808,8.507282,8.281768,7.329532,4.7218,9.274917,8.169877,8.791642,6.048282,9.516916,9.15985,5.331627,8.880928,7.576527,7.548472,6.964317,9.436173,10.476687,7.761372,7.717033,8.676579,7.593442,7.22356,8.365742,5.052107,7.673917,8.769315,6.929902,5.771375,7.928414,5.636735,8.118839,8.718052,7.908758,8.858495,9.634482,7.469458,7.660212,8.39058,6.48147,8.803921,7.688047,8.020658,6.411173,9.509681,8.426353,9.462116,9.670792,8.047722,7.096463,8.205167,7.725757,6.176874,7.975705,8.111756,7.472464,"EFS_G5"
"12","PADENF",8.24834,9.712787,8.803976,9.685177,8.910009,6.994905,7.371074,7.726006,8.060902,5.854795,7.553384,6.088021,9.835342,8.412665,8.144562,7.429067,8.605074,5.897572,8.569915,9.067363,8.831428,8.645853,9.082958,9.795645,8.945112,8.774946,6.804519,10.271847,9.66002,4.258213,4.108336,7.79191,7.965169,7.380739,9.800554,9.66084,7.95155,7.407966,9.025102,7.694444,8.1975,8.548757,4.687937,8.548822,8.135089,6.954181,5.694173,8.720673,6.59213,8.356007,9.184534,9.018148,8.994964,9.127517,8.196425,7.884138,8.802837,7.952356,8.787186,7.516672,8.557574,7.725667,9.410591,8.584886,9.327127,9.940367,8.610807,7.199612,9.045245,8.180234,6.570986,6.828463,7.669427,10.423223,"EFS_G5"
"13","PADFLI",7.73182,9.370287,8.160168,8.813034,8.313267,7.207583,6.90961,8.1227,7.823607,6.408817,7.166317,5.631608,9.394748,7.510705,7.843736,7.766861,8.328756,7.581163,7.790544,8.448159,7.730609,7.804174,9.183039,9.29668,8.830594,9.228279,6.474304,9.347483,8.149622,6.04511,7.739745,7.912969,7.052517,7.183613,9.509815,8.163158,7.018735,7.350674,8.947282,7.84722,7.753419,8.548813,5.706568,8.531961,7.747695,8.353911,5.88149,8.288856,6.13091,7.885022,8.484357,8.651167,8.124014,7.611216,7.368507,8.711553,8.909221,8.619865,9.054258,6.573048,7.793475,6.871871,8.443739,8.388445,8.692324,9.177473,8.336755,5.775051,8.450211,7.223395,6.707604,5.932081,7.775067,10.109551,"EFS_G5"
"14","PADHWC",8.284949,9.013261,8.078714,8.497489,7.686444,7.056337,7.730449,7.187628,8.082482,6.355112,8.032607,7.255688,9.149514,7.648465,8.039893,7.495856,8.437156,9.201906,9.449042,8.996496,7.902455,7.091226,6.714557,9.181155,8.453632,8.596052,7.804643,8.968768,8.576549,5.534803,5.746578,7.042604,7.907705,7.937036,9.092829,8.269235,7.69217,7.964423,9.219341,8.255807,8.271644,8.457771,5.930018,8.27018,8.749976,8.023408,7.982304,7.842173,6.866441,7.44062,8.716458,8.703451,8.057967,7.882858,7.081521,7.583915,9.000847,6.895211,8.529693,6.838791,7.115044,9.081283,10.464918,8.170044,8.660405,10.343286,9.458947,7.826289,8.67332,7.833071,7.202198,8.892785,7.209864,7.331755,"EFS_L5"
"15","PADIEY",7.855534,9.868406,7.702384,9.163136,8.793204,7.567807,7.16038,7.699494,8.00083,5.678099,7.420811,7.148872,9.036316,6.412192,7.937971,7.198425,7.809659,5.703894,7.523947,9.048411,8.378483,7.853853,5.946284,9.479101,9.059126,8.808064,6.270215,9.351088,8.997434,4.553186,4.325864,7.11283,6.763287,7.667103,9.350145,9.183668,7.641256,7.785422,8.850893,7.61108,8.011622,9.14612,4.647294,8.152762,7.570168,8.647147,7.337068,8.232482,6.448725,7.76556,9.212366,9.363392,8.031317,9.181474,7.806766,7.411075,8.725071,7.20297,9.352597,7.65265,8.414016,6.684902,8.925492,8.461409,8.416965,9.457967,8.228207,6.160846,8.204128,7.837771,6.48155,6.290852,7.626729,9.814704,"EFS_G5"
"16","PADIHC",8.123056,9.6019,7.807268,9.633379,8.504454,7.596412,6.997898,8.137642,7.386593,6.309956,6.798694,7.545529,9.371646,8.245595,8.236016,7.704881,8.447175,5.98004,8.192904,8.598437,8.099744,7.944501,7.171805,9.2713,9.194182,8.823103,6.28126,9.495542,9.681869,4.983117,4.080936,7.725313,7.222002,7.715777,8.920048,10.371639,7.428089,8.006177,8.035397,8.097395,8.27591,9.062179,4.475669,9.007416,9.353466,8.146126,6.76414,7.770252,7.343341,7.447724,8.516806,9.092167,8.294796,9.648259,7.653212,7.952847,8.954385,7.428415,9.152006,7.178849,8.097809,6.96857,8.812757,8.084534,8.967892,9.98458,7.996617,6.736741,8.795401,7.430983,7.092875,5.927698,7.839862,9.311964,"EFS_L5"
"17","PADINC",8.221068,8.799299,7.819578,8.865081,8.05246,6.618122,6.367,7.933302,7.921594,6.487238,7.5928,5.802472,9.466601,7.093557,8.03823,6.886588,8.355848,7.600433,8.55166,8.743995,8.454152,6.903794,4.61904,9.149673,8.582565,8.761954,6.604663,8.974803,9.040979,6.3721,8.670186,7.733514,7.934928,7.266019,9.4805,10.393592,7.666401,7.95114,8.664759,7.834641,7.599847,9.037959,4.988818,7.533535,8.873105,7.660117,5.761562,7.921024,6.563029,8.29689,8.435553,8.182423,8.695117,9.450741,7.745321,7.813015,8.368005,6.849393,9.011481,7.380453,8.170932,7.285822,9.327619,8.558371,9.00085,9.818021,8.061327,7.136238,8.376358,7.537846,6.56813,8.375828,8.045732,8.6517,"EFS_L5"
"18","PADIRB",8.625173,8.747067,8.261006,8.431449,8.357984,6.8876,6.729484,8.467349,8.129075,6.645841,8.264856,6.046251,9.705059,8.213274,8.348843,8.07435,8.181737,7.298245,9.038542,9.183186,7.711712,8.419751,8.005337,9.396273,8.377536,9.225326,7.51918,9.907944,8.570416,6.500844,8.646532,8.235709,8.521425,7.462889,9.800606,9.123294,8.194934,7.893453,8.648298,8.632721,8.051474,8.437075,5.783347,8.866568,9.606708,7.499149,6.544592,8.658397,6.114708,8.373691,8.810696,9.043709,9.149878,8.919271,7.042838,8.158785,9.1278,7.402314,9.153676,8.033264,8.539298,7.517471,9.350224,8.098493,8.646346,9.585285,8.694699,7.747871,9.056828,7.742148,7.064746,8.094327,7.787096,9.08888,"EFS_L5"
"19","PADKFS",7.909167,8.847412,7.99019,8.872348,7.678531,6.814672,8.40268,7.923681,7.993095,6.311214,7.62155,7.833401,9.695028,7.860275,8.310366,7.67943,8.215272,8.15917,8.931329,8.735066,8.054121,7.69352,8.10823,9.498361,8.812808,8.550282,7.75006,9.863508,8.92683,5.161083,4.953207,7.773077,7.711792,7.333679,9.159377,8.426809,7.604919,7.647755,8.482885,8.09731,8.219383,9.011716,4.402814,8.626339,9.172659,8.622249,6.82024,8.012595,7.70332,8.085015,9.004045,9.33524,7.811303,8.151485,7.267311,7.375462,8.943885,7.598679,8.692071,7.590573,7.844142,9.099109,9.879385,8.387854,8.536333,9.980772,8.920915,6.822536,9.221606,7.631052,7.188127,7.958673,8.075096,9.340629,"EFS_L5"
"20","PADKFU",7.868957,9.528019,8.320044,8.646727,8.241038,6.957138,6.620028,7.82475,8.596233,7.019288,6.984789,6.388797,9.770096,7.417702,8.234652,7.305366,9.026726,6.306255,8.009355,8.848048,8.536828,7.526524,8.87502,9.425852,9.881374,8.625838,7.368887,9.049863,8.938454,5.884101,4.13254,7.899383,7.195473,8.097974,9.469682,6.633585,7.275103,7.506581,8.519592,7.878162,8.204649,7.910753,4.77463,7.752063,8.055394,8.167181,5.898953,7.934017,7.206238,7.646324,9.532001,8.344428,8.108194,8.994939,8.035145,7.567777,8.755447,7.014524,9.309663,7.510574,8.190049,7.594347,8.966851,8.33138,8.668196,9.48055,8.977274,6.549669,8.619017,7.79446,6.337006,6.467806,8.107042,9.563444,"EFS_G5"
"21","PADKGF",8.705495,9.462881,6.809746,8.851479,7.34076,6.541181,6.252713,8.182569,8.277643,5.804023,8.093842,5.871545,9.055956,7.288318,8.041762,7.134605,9.196695,8.283151,9.403056,8.753336,8.235487,7.693349,7.312331,8.703948,7.630056,8.852979,7.167175,8.386066,8.947325,6.256359,4.475206,7.557894,7.697488,7.315538,9.051687,8.004738,7.382845,7.356606,9.269134,7.688554,7.436341,8.330026,4.915162,7.834463,8.83285,8.524881,6.003535,7.672283,6.801175,7.386141,8.431622,8.784013,8.818223,7.430417,6.382412,7.736943,9.760598,7.70081,8.284435,6.810049,8.021957,8.154752,9.348797,7.687637,8.807785,8.661675,8.118873,6.433733,8.433561,7.919142,7.498927,8.387743,7.399668,9.004594,"EFS_G5"
"22","PADKNE",8.060961,9.407448,8.373452,9.020277,8.031576,6.801696,6.631236,8.645212,7.764984,5.151647,7.85186,6.196008,9.4418,7.747233,8.400187,7.53305,8.815751,6.2645,8.117142,9.628494,7.819163,8.565886,7.400229,9.362547,8.923576,9.198116,6.768136,9.415294,8.912178,3.92682,7.518496,8.02976,7.345803,7.700263,9.25316,8.632415,7.947207,7.498863,8.81546,7.747531,7.879149,9.161905,4.481932,8.048075,8.461012,8.685212,5.866542,8.739745,6.210588,8.010229,8.726533,8.928395,8.32535,8.685708,7.386844,7.499373,8.988279,8.18116,9.23563,7.725184,8.441155,7.121422,8.168309,8.120979,8.23171,9.018516,8.876157,6.836038,8.746069,7.358702,6.323703,5.733588,7.927883,10.369968,"EFS_L5"
"23","PADKRU",7.646719,9.047039,7.566696,8.33435,7.939409,7.101479,7.491569,7.594143,7.616519,6.174438,6.73735,6.475617,9.033711,7.400125,7.714046,6.973139,8.154576,6.484221,7.978876,8.468076,7.606407,6.807007,7.22499,8.765234,8.851982,8.700887,6.575918,8.405664,8.18872,4.212133,4.497878,7.484491,6.63724,7.601311,8.511833,8.973041,7.156744,7.739926,8.207146,7.682829,7.888699,8.401139,4.555796,7.04559,7.597394,7.73896,6.874423,6.81837,6.534651,7.359453,8.239876,8.338458,6.795917,8.373204,7.334792,7.265867,8.188327,7.274713,8.803427,6.91876,7.487266,7.942364,8.996123,7.6123,8.316053,9.794969,7.429009,6.804993,8.08612,7.255107,7.156552,6.946148,7.840567,8.353591,"EFS_L5"
"24","PADKVV",7.979483,9.052699,7.876106,9.074202,8.206659,6.776642,7.43395,7.486992,8.036721,5.285441,7.64918,7.390421,9.523408,7.660723,8.399735,7.060856,8.538601,7.820716,8.613776,8.358499,8.725258,6.921833,7.074332,8.970808,8.289082,8.469148,7.355001,8.91091,8.467399,4.59301,4.544156,6.95026,7.331808,7.4316,8.972382,8.893406,7.263228,7.795185,9.198398,7.941769,7.705234,7.878744,4.780948,7.99206,8.6969,8.751436,7.213431,7.704994,6.908011,7.725388,8.247021,8.861901,8.272149,8.344164,7.272513,7.699308,8.789783,6.971029,8.481488,6.781646,7.748949,8.860566,9.692829,8.30811,8.679418,9.730946,8.476427,6.438631,7.80426,7.480748,7.031505,8.31935,7.236019,7.951594,"EFS_L5"
"25","PADKXS",8.346244,8.782582,7.568996,9.156887,7.851805,6.727748,6.449872,8.114843,8.07949,6.609684,7.484332,6.25998,9.166551,7.413848,8.194463,6.923187,8.580407,6.988517,8.52407,9.009738,8.363672,8.234384,7.368464,9.096193,9.560071,8.708424,6.175277,8.917623,9.357073,4.473264,5.498748,8.248591,7.672017,7.272314,9.669564,9.257532,7.10257,7.60539,8.238601,7.963097,7.674383,8.43213,5.058148,8.158636,9.078579,7.08187,8.292495,8.499257,6.285278,8.015073,8.753308,8.363143,8.436168,8.824733,7.32017,8.057885,9.036049,6.681671,8.687384,7.946026,8.426633,7.608564,8.977493,8.011693,8.19716,9.015421,8.536553,6.130334,8.765129,7.443012,7.113159,7.172135,8.274329,7.376503,"EFS_L5"
"26","PADKYP",8.106794,8.312292,7.650014,8.065228,7.413716,6.769252,6.24823,8.226501,7.831386,5.502874,7.916699,6.184692,8.572078,7.411107,7.775682,6.790131,8.649926,8.109571,8.806522,8.313234,8.122656,7.011901,7.394253,8.701996,7.737106,8.329516,6.789285,8.061085,8.004955,5.731452,6.206642,7.786241,7.185553,6.991359,9.016346,7.938301,6.988829,7.609803,8.138219,7.594332,7.374334,8.213087,4.701062,7.663749,8.006283,8.344204,6.094034,7.46745,6.55618,7.160367,8.217974,8.690748,8.034246,7.798153,6.305622,6.91295,9.269888,6.941741,8.330597,6.91708,8.363545,7.844872,8.950434,7.722213,7.800078,9.286792,8.375256,6.09016,8.024292,7.39907,6.681787,7.694296,6.783328,7.455052,"EFS_L5"
"27","PADLDA",8.282179,9.051924,6.659096,8.348843,6.96686,7.14308,6.367196,7.308688,7.618835,5.551209,7.560995,6.051448,8.886998,6.01593,7.9247,6.775218,8.635996,8.092359,8.815676,8.831805,7.780561,6.758002,6.374592,8.233297,8.046854,8.408564,6.724902,7.257525,8.168448,6.411428,4.972,7.105974,7.454333,6.937772,8.78563,10.021478,7.044529,7.392946,8.35915,7.77521,7.669868,7.540252,4.455359,7.370301,7.975817,8.412444,6.927041,7.393968,6.32819,7.287496,8.528972,8.031262,8.647489,7.731212,6.049469,7.529135,9.216533,6.58576,8.014218,6.906375,7.945255,8.269382,8.273049,7.625864,8.208468,8.122088,6.748483,6.020429,7.281912,7.271039,7.185294,7.293074,6.985683,7.106827,"EFS_L5"
"28","PADLDT",7.537337,8.529274,7.744528,8.013996,8.222506,6.922168,6.424345,8.316231,7.528239,5.823742,6.67915,5.927429,9.246636,7.798403,8.143974,7.619626,8.966979,6.926828,7.765735,8.313337,7.439459,7.244681,6.515787,9.096976,9.280606,8.47515,6.261077,9.202691,8.118882,4.581147,7.71805,7.525566,6.211635,6.920708,9.311695,9.427309,6.940587,7.560913,8.382179,7.931586,7.943533,8.372604,4.946634,7.927859,8.072714,8.190023,6.683391,7.634877,6.207652,7.502246,7.913416,8.160497,7.61584,8.790029,6.898339,7.958907,7.977155,7.061992,8.813661,6.929724,7.849734,6.812509,8.778434,7.644853,7.95241,9.629934,8.214998,7.502515,8.150382,7.162283,6.811893,6.633191,8.03739,7.619866,"EFS_L5"
"29","PADLES",8.371842,9.533222,8.257632,9.777416,8.080797,7.333143,7.137354,7.855274,8.163141,6.002357,8.153072,7.355416,9.267313,8.965768,8.828963,7.654653,9.018561,6.889884,8.881644,9.193398,7.941625,8.707408,6.086188,9.850656,8.817481,8.672846,7.738788,9.964959,10.065949,6.176308,4.860173,7.776709,8.450852,8.325994,9.846254,6.839216,7.814229,7.716961,8.963974,8.244226,8.297389,9.002031,4.107149,8.85537,9.088734,7.72231,7.514851,8.494024,7.679036,8.124215,9.28448,9.046455,9.004312,9.283448,7.684975,8.104918,9.440658,7.480967,9.124745,7.844962,8.279203,8.490478,9.324563,8.61291,9.250598,10.133566,9.155783,7.555006,9.13126,7.840517,6.469655,6.753376,7.891434,9.84834,"EFS_L5"
"30","PADLIC",7.876353,9.45175,8.236236,8.275218,8.492395,6.807776,7.379711,7.881897,7.599312,5.511777,6.679813,6.296905,9.745508,7.046763,7.94085,7.209166,8.230243,6.5918,7.820899,8.873104,8.60785,7.325844,8.574775,9.1894,9.238967,8.490626,7.197746,8.849377,9.063909,4.374205,4.291737,7.548806,7.070259,7.326243,9.05801,9.3991,7.409033,7.686824,8.245496,7.864384,7.941549,8.504283,4.893842,8.090882,8.589663,8.085305,5.694436,7.759654,6.580809,7.41585,8.719559,8.674034,8.078237,8.991414,7.561947,7.137242,8.109202,7.652516,9.168498,7.163773,8.528701,8.120529,8.447983,8.251428,8.502203,9.539258,8.090209,7.264643,8.806727,7.921762,6.870617,6.312198,8.175289,8.878792,"EFS_G5"
"31","PADLJN",7.989748,8.564967,8.945174,8.84007,8.326429,7.188516,7.885741,8.547119,7.95587,6.277224,7.63434,7.036161,9.450247,8.585888,8.199076,7.620017,8.696707,7.081744,7.887744,8.865309,7.635067,7.578796,8.271263,9.05638,9.35605,8.419201,7.629676,9.640885,8.695723,5.213128,5.009417,7.37855,7.339372,7.252959,9.627137,9.205263,7.120029,7.774239,8.530795,7.821257,8.442916,8.616268,5.333611,8.195257,8.693142,8.791342,6.449339,8.163215,7.273511,7.565778,8.544586,8.990382,7.862602,8.821847,7.917977,7.497853,8.528615,7.968941,9.169137,7.340694,7.941209,8.766254,9.199344,8.020455,8.077174,10.171657,8.651922,6.996982,8.794031,6.835564,7.446335,6.404677,7.585538,9.967682,"EFS_L5"
"32","PADLKJ",7.791662,8.362115,8.212688,8.309135,8.606009,6.874757,6.504194,8.552058,7.818961,5.572999,7.683998,5.848714,9.268929,7.560922,8.223979,7.486911,8.940279,7.949111,8.113355,8.500129,8.145439,7.235331,7.937229,9.25307,8.834069,8.677666,6.913862,9.337513,8.427617,5.014952,5.799924,8.080696,7.249978,6.949394,9.602825,8.046811,7.31125,7.87606,9.131933,7.641539,7.916933,8.944424,5.933509,7.94164,8.301696,9.486467,7.020912,8.179384,6.501899,7.892353,8.011916,8.865918,8.027907,8.400945,7.351724,8.45018,8.436317,7.284415,8.718026,6.773922,7.813673,7.516363,9.129426,8.031234,7.667292,9.839397,8.62415,6.507132,8.413813,7.087287,6.40318,7.382715,7.91991,7.419465,"EFS_L5"
"33","PADLNM",8.258461,9.472643,8.3669,7.578253,8.234599,6.469403,6.583608,8.757161,8.333853,6.780022,6.638527,5.671842,9.449721,7.638615,8.023308,6.840482,8.301848,7.042764,8.536019,9.015599,8.148714,7.619397,6.670179,9.726253,8.917657,9.505117,6.260965,9.325476,9.494268,6.99161,9.692157,8.26986,7.814878,7.858969,9.507779,10.298967,7.210214,7.514123,8.869971,7.652112,7.751258,8.679465,5.14549,8.398727,8.065749,8.00518,5.970535,7.647252,6.252318,8.153571,8.780247,8.297182,8.851457,8.984823,7.91451,8.530013,9.209203,6.018566,9.290818,7.248192,8.299664,6.735684,9.010267,8.451951,9.320248,9.711497,8.075469,8.771155,8.784418,7.782582,6.092169,7.155556,8.413895,7.35294,"EFS_L5"
"34","PADLPR",7.762187,8.016206,7.987674,8.032825,8.227163,6.470814,6.663671,7.847663,7.626721,6.318263,7.052446,5.971803,8.949739,7.578914,7.836653,7.451218,8.284891,5.909714,6.812192,8.05172,7.9039,7.041421,7.707612,8.930431,8.26689,8.418401,7.028548,8.572051,8.912036,6.008166,6.581911,7.811873,7.026679,6.951396,9.303359,9.877044,7.126289,7.677809,8.143288,7.834865,7.683945,9.059161,5.394068,7.900411,8.207594,7.940389,7.01707,8.128775,6.194041,7.686408,8.379168,8.844729,7.874352,8.999401,7.400874,8.139713,7.89698,6.729685,8.936478,7.424955,8.186084,7.044974,8.403091,7.710751,7.868253,9.56808,7.81291,7.932785,8.153718,7.506911,6.303111,7.1836,8.148313,8.141621,"EFS_L5"
"35","PADLPZ",7.798751,9.109534,8.271276,8.603624,8.674649,7.005948,7.542056,7.923251,8.414856,6.772657,7.650607,6.217073,9.307477,7.822748,7.755061,7.860045,8.511565,6.600149,7.485133,8.784541,7.714868,7.532224,7.739204,8.789543,9.176031,8.70822,7.740518,9.093706,8.471037,5.353358,6.342595,7.386637,6.904585,7.936916,8.957058,9.627024,7.321996,7.829397,8.714978,8.044113,8.242759,9.670774,5.417706,9.043557,9.059684,9.351085,7.537243,8.331966,6.47166,7.325759,8.239789,9.415276,7.936849,9.210094,7.783047,8.552312,8.391092,7.881693,9.420339,7.026037,7.874721,7.588671,9.264175,8.288938,8.474892,9.997764,8.792423,7.753259,9.24994,6.963516,7.044812,7.326336,7.793533,9.572862,"EFS_L5"
