"","Row.names","ATIC","BARD1","CAD","CENPF","HMGA1","LDHB","MYBL2","NCAPD2","NME4","RPL10A","RPL27A","RPL29","RPL35A","RPL7A","RPS10","RPS14","RPS18","RPS19","RPS25","RPSA","SNRPD2","TKT","TRAP1","EFS_fct"
"132","PALSAE",7.87498,6.774924,8.041795,8.050016,8.284295,8.639151,9.305153,8.888243,8.227868,9.786997,8.278148,8.956857,9.090621,8.691636,9.59698,8.505179,9.700971,8.866771,9.414232,9.742488,8.044227,7.813366,8.292753,"EFS_L5"
"133","PALTYB",8.264249,6.595916,7.180284,4.993902,8.644707,9.030514,6.259853,7.827613,7.604817,9.197762,8.31504,9.031695,8.92125,8.418014,9.200394,8.61487,9.142618,8.821996,9.951823,9.396951,8.52357,8.73643,8.986859,"EFS_L5"
"134","PALUDH",8.059137,6.014396,7.655455,7.923933,8.420892,9.029446,8.643105,8.992021,8.276379,9.842258,8.682223,9.245539,9.324339,9.110684,9.976321,8.774402,9.905769,9.785489,8.911468,9.670905,8.030097,7.926913,8.982242,"EFS_G5"
"135","PALUYS",8.106425,6.436149,7.990436,8.536614,8.357055,9.465987,9.410425,9.200893,7.850807,8.978225,8.52165,8.62343,8.886997,8.29892,9.166275,8.262935,9.304698,9.252824,8.969582,9.17856,8.321928,8.018944,8.529138,"EFS_L5"
"136","PALVKK",7.610446,6.748071,7.231133,6.537311,8.28623,8.824833,7.057421,7.846862,7.977452,9.425062,8.302049,9.217394,9.170915,8.590896,9.491833,8.366175,9.797046,9.094669,9.985859,9.050733,7.910572,8.171218,8.372262,"EFS_L5"
"137","PALVUC",7.548713,6.323514,7.434138,6.961034,8.236771,8.321249,7.37645,7.915442,7.517825,9.142488,7.314396,8.751153,8.629334,8.329818,9.118969,8.06716,9.560349,8.811652,9.064728,8.903086,7.384487,7.54757,8.331268,"EFS_G5"
"138","PALVVH",7.855955,6.369635,7.474349,7.974057,8.206895,8.954097,7.90186,8.370744,7.855652,9.628514,8.388329,9.553717,9.217102,8.699089,9.505397,8.848304,10.127524,9.316103,10.12111,9.571026,7.625064,8.077596,8.36488,"EFS_G5"
"139","PALWBT",7.65578,5.851112,7.189833,5.010527,8.280948,8.526161,6.723005,7.401283,7.807691,9.04721,7.676363,8.664205,8.823985,8.050152,8.914194,8.25812,9.475407,8.024113,9.627088,8.296086,7.833655,8.206576,8.214101,"EFS_G5"
"140","PALWSJ",8.635584,8.066528,8.35572,9.298573,8.661598,9.138091,9.086778,9.551472,8.25301,10.195544,8.723953,9.862938,8.998227,8.77737,10.097684,8.808223,10.364965,9.49078,10.553696,10.024701,8.543108,8.285042,9.113676,"EFS_G5"
"141","PALWVJ",8.502344,6.128163,7.711941,8.346027,8.990017,9.625312,8.893818,8.649508,8.471891,10.347251,9.697346,9.740034,9.593931,9.345047,10.06243,9.481211,10.858741,10.091752,10.480097,9.771077,8.62119,8.515596,9.032313,"EFS_L5"
"142","PALWXP",8.092352,7.215484,7.885375,8.63001,8.252644,9.500515,9.079231,9.386908,7.854815,9.956126,8.507852,9.50089,9.042287,8.773541,9.858131,8.793983,10.129683,9.016423,10.522487,9.749457,8.078158,8.000804,8.364501,"EFS_G5"
"143","PALXTB",7.662023,5.236293,7.323559,5.818702,8.163125,8.895626,6.422323,7.473498,7.573377,9.511944,8.313058,8.546467,9.028605,8.40674,9.334005,8.685563,9.97633,9.06216,9.746438,9.309366,7.751137,7.438209,8.564257,"EFS_G5"
"144","PALXTE",8.14937,6.973871,7.559686,7.332036,8.263879,8.973741,8.267267,8.657444,7.577344,9.363442,8.217073,8.701951,9.104172,8.424246,9.498232,8.193136,9.975293,8.691526,9.940843,9.566966,7.762837,7.484634,8.246034,"EFS_G5"
"145","PALXUM",8.243738,5.806593,7.51178,5.740811,8.252863,9.263183,6.775341,7.633259,7.8103,9.408505,8.606851,8.910909,9.376179,8.857169,9.641545,8.350436,9.676999,9.037578,10.071757,9.783347,7.886934,7.852872,8.41862,"EFS_L5"
"146","PALYEC",8.152996,6.772995,8.020579,9.06014,8.836118,9.670196,9.23793,9.279885,8.617638,10.280437,8.793277,9.917891,9.54907,9.268926,10.141559,9.223455,10.35711,9.868183,10.686907,10.531347,8.273258,8.772278,9.035073,"EFS_L5"
"147","PALYLZ",7.525259,5.760721,7.440005,6.714521,8.338324,8.839997,7.575268,7.817099,7.96604,9.488603,8.036771,9.004527,9.085855,8.686632,9.426174,8.646308,9.781091,9.000813,9.679375,9.522271,7.531038,7.567156,8.68054,"EFS_G5"
"148","PALYPW",7.299052,6.846669,7.317874,4.657546,7.781407,8.513418,6.355759,7.412109,7.902771,9.62944,8.212751,9.477647,9.067076,8.505055,8.791404,8.485737,9.800766,8.312087,9.966648,9.203026,7.637601,7.936425,8.312161,"EFS_L5"
"149","PALZRG",8.427435,7.021476,8.259052,9.397354,9.606427,9.754262,9.442925,9.529261,8.376369,10.033706,8.685316,10.145702,9.735401,9.098804,10.204028,9.248038,10.555674,9.916501,10.55163,10.859419,8.554951,8.78209,9.322899,"EFS_L5"
"150","PALZZV",8.610515,7.029976,7.813229,9.398749,8.703751,10.021597,9.385885,9.32257,8.355537,9.89022,8.507807,9.352166,9.129543,8.941888,9.988013,8.383245,10.009238,9.872116,10.398848,9.897763,9.060123,8.527175,9.303883,"EFS_L5"
"151","PAMACS",8.483673,6.713299,7.631243,8.135215,8.561635,9.369692,8.126122,8.61961,8.185678,10.020215,8.926902,10.015312,9.442346,9.051999,9.793255,9.144291,10.423581,9.56753,10.158967,10.069744,8.553901,8.238802,8.621854,"EFS_L5"
"152","PAMAFV",7.801304,7.109575,7.623397,7.430977,8.50457,9.027922,8.524113,8.737983,7.813301,9.87874,7.928706,8.97262,8.693726,8.412745,9.603453,8.516722,9.702055,8.589457,9.624452,9.386757,7.685451,7.591488,8.569141,"EFS_G5"
"153","PAMAJT",7.71447,6.887099,7.643307,7.811559,7.977319,8.274882,8.13594,8.5537,7.748921,9.347481,7.593472,8.931496,8.754884,8.472388,9.258121,8.061247,9.937563,8.985196,9.04036,9.225128,7.557382,7.721988,7.990449,"EFS_G5"
"154","PAMBDH",8.090849,7.012244,7.732294,8.77775,8.22771,9.574223,8.76986,9.124979,8.579494,9.890016,8.440839,9.715173,9.203485,8.984947,9.344233,8.786093,9.810476,8.517561,9.813415,9.389226,8.130853,8.59854,9.725384,"EFS_G5"
"155","PAMBMJ",8.237948,7.776552,8.232774,8.818517,8.678123,9.203391,9.170907,9.138717,8.073846,9.916869,8.369295,9.396432,9.303441,8.744889,9.755086,8.631267,10.116625,9.473018,10.329117,10.179976,8.139913,8.094936,8.607277,"EFS_L5"
"156","PAMBYG",8.216336,6.754184,7.40491,8.132246,8.269373,9.730122,8.208742,8.424712,8.160381,9.679376,8.150597,9.476123,9.197949,8.730931,9.325644,8.626712,10.003821,8.687849,10.205395,9.758177,7.703688,7.930915,9.197377,"EFS_L5"
"157","PAMCXF",7.651174,6.537967,7.256643,9.137161,9.15739,9.298148,8.774569,8.902618,8.030493,10.428445,9.438513,9.749976,10.008646,10.068401,10.567083,9.668778,10.738139,9.090849,10.158907,9.737666,8.081491,8.426134,8.6763,"EFS_L5"
"158","PAMEHH",8.004154,6.571691,7.297972,5.505808,8.128362,8.915283,6.352345,7.804948,7.553995,9.173278,7.75226,8.717675,8.498459,8.133085,8.944088,8.361897,9.314397,7.747778,9.677292,8.975638,7.757477,8.236976,8.521616,"EFS_L5"
"159","PAMEZH",8.144982,6.146902,7.511255,7.426384,8.440077,9.064767,8.113991,8.221857,8.003225,9.391989,8.074708,8.914171,8.937586,8.377407,9.287369,8.383109,9.724013,8.674788,9.177223,9.131468,7.788776,8.030067,8.865161,"EFS_L5"
"160","PAMJED",7.805735,6.590471,7.619768,8.064809,8.742136,9.624634,9.090143,8.141046,8.258351,10.106594,9.640158,9.945929,9.741435,9.482958,9.897554,8.839301,10.437895,9.538037,10.472133,9.950336,8.1383,9.041046,8.680272,"EFS_L5"
"161","PAMLMY",8.343333,7.165335,8.096252,8.276608,9.09885,9.414571,8.794621,9.794704,8.29969,10.293275,8.692086,9.934307,9.592447,9.098959,10.511428,9.173404,10.798749,10.447625,9.723098,10.678077,8.773453,8.612597,8.623898,"EFS_G5"
"162","PAMLNB",7.832535,7.253542,7.767959,6.462665,7.618408,9.556746,6.830353,8.228472,8.4914,9.976769,8.558225,9.831465,9.30528,9.264907,9.846515,9.012576,9.964649,9.254055,10.691697,9.760623,8.109774,8.569267,8.631736,"EFS_G5"
"163","PAMMXF",8.751786,6.872798,8.303859,9.512889,8.854481,10.099584,8.981271,9.359767,8.674591,10.846996,9.276681,10.729293,10.018219,10.181327,10.161368,9.682303,10.730243,9.948903,11.25896,10.957428,8.965692,8.87357,9.501605,"EFS_L5"
"164","PAMMYR",7.604116,7.03945,7.782767,7.911748,8.609139,9.026189,8.768456,8.848295,7.777444,9.786055,8.93687,9.565885,9.540584,9.138982,9.785189,8.817013,10.245049,9.429988,10.603612,9.793822,8.037171,7.959755,8.574786,"EFS_L5"
"165","PAMNAL",7.816149,6.710201,7.81092,8.529724,8.310035,9.235772,8.549303,9.036558,7.829266,9.405422,8.281068,9.161683,9.232543,8.744017,9.406916,8.524248,9.482429,9.106083,9.639452,9.74488,7.77577,8.012633,8.462438,"EFS_G5"
"166","PAMNLH",7.94137,6.091113,7.442515,6.880142,8.713102,8.831489,8.151017,8.265231,8.347312,9.774328,8.729118,9.227252,9.290722,8.747339,9.896944,8.858771,10.297472,9.452878,10.016973,9.315123,8.201292,7.819696,9.060862,"EFS_L5"
"167","PAMVCL",7.429583,6.076092,7.210734,7.618787,8.120756,8.912937,8.361014,8.244116,7.966427,9.631162,8.323745,9.655189,9.039081,8.999839,9.71475,8.617885,9.975301,9.352828,9.872583,10.029501,7.829147,7.748328,8.472593,"EFS_G5"
"168","PAMXWF",7.812468,5.91474,7.774554,7.970528,8.707081,8.838542,8.726802,8.33623,7.980135,10.014423,9.308716,9.528097,9.77581,9.276946,9.811116,8.901608,10.169477,9.49258,9.963583,9.482081,8.249676,7.835717,8.809205,"EFS_L5"
"169","PAMYCE",7.249269,6.171006,7.488577,7.727852,8.196644,8.418451,8.580764,8.645569,8.169252,9.064355,8.295247,8.786851,9.035166,8.618959,9.446414,8.362677,9.737246,9.500419,9.146755,9.213985,7.807359,7.532997,8.360483,"EFS_L5"
"170","PAMYVA",7.613633,5.955505,7.277137,7.372028,8.190182,8.737856,7.996642,7.98964,7.843389,9.206405,8.544345,8.783745,8.632207,8.098112,8.976157,8.139655,9.461467,8.307761,9.119818,9.438623,7.676197,7.701839,8.212754,"EFS_G5"
"171","PAMZCE",8.254849,6.11402,8.135945,8.19413,8.385882,9.454915,8.158041,8.447807,8.444125,10.149958,8.367256,9.470023,9.349106,9.095373,10.141657,8.97576,10.174301,9.958618,10.373878,9.474545,8.278896,8.327236,9.486901,"EFS_G5"
"172","PAMZMG",8.636897,6.642272,8.051103,9.002035,9.002253,9.849669,9.15082,9.271265,8.831887,10.705463,9.54046,10.782754,9.599581,10.271272,10.2832,9.412964,10.995997,9.94559,10.904793,10.901199,8.731743,9.352675,9.736711,"EFS_L5"
"173","PAMZYM",7.746905,7.098952,7.257349,8.933729,8.124356,8.988734,8.77655,8.914849,7.701471,9.497985,8.942489,9.278231,8.957525,8.727785,8.81939,8.703871,9.961745,8.42605,10.349073,9.490854,7.53144,7.466661,8.218297,"EFS_G5"
"174","PANBJH",7.518746,6.44595,7.372682,8.237292,8.612123,8.585604,8.472169,8.44025,8.099192,9.527758,8.26127,8.728132,9.185847,8.583111,9.296508,8.911904,9.611496,9.066474,9.169632,8.948607,7.755487,7.377534,8.700393,"EFS_L5"
"175","PANBMJ",7.49765,6.256609,7.451438,5.485785,8.106629,8.268707,6.802415,7.473952,7.69566,9.955587,8.403216,9.537906,8.915143,8.733294,10.044078,8.482374,10.222822,9.32773,9.862533,9.846895,7.848861,8.048492,8.423245,"EFS_L5"
"176","PANBSP",8.997791,7.880079,8.338042,8.734032,8.478052,9.920181,8.64075,9.122405,8.738622,10.344132,9.337157,10.538164,9.317116,9.5591,10.654161,10.050463,10.832598,9.964989,11.664827,10.868108,9.100945,8.722968,9.143842,"EFS_L5"
"177","PANCYF",8.284553,7.219132,7.7618,9.166571,8.275996,9.395257,8.48065,9.001017,8.241306,9.775362,8.586638,10.057346,9.492765,9.133628,10.15576,9.179202,10.36436,10.011515,10.676957,10.388991,8.385081,8.295937,8.952457,"EFS_L5"
"178","PANDHZ",7.117195,6.472661,7.123949,7.31751,8.879098,8.673065,8.331091,8.139978,7.887306,10.167949,9.072132,10.171137,9.154838,9.125318,9.969144,9.033106,11.079325,9.646451,10.734128,9.400966,8.482102,7.792292,7.949737,"EFS_L5"
"179","PANGTS",7.946472,6.053638,7.196837,8.230959,8.337631,8.748294,8.188735,7.971483,7.470869,8.896625,9.31321,8.247917,9.157956,8.449714,8.814926,8.034236,9.363393,8.107036,9.222022,8.707705,6.95203,7.775697,8.328114,"EFS_G5"
"180","PANHUA",7.71326,6.040436,7.330753,7.148738,8.295981,8.307557,7.947013,8.076662,7.843417,9.198989,8.218997,8.782839,8.918568,8.360654,8.699212,8.028356,9.65512,8.440504,9.276168,9.173348,7.310334,7.529859,8.41373,"EFS_L5"
"181","PANLSG",7.839658,6.849442,9.109019,7.997009,8.415754,8.885633,8.022801,8.578762,8.052281,10.012496,8.406477,9.170519,8.624371,8.74538,9.2661,8.299704,10.001931,8.750871,9.275583,9.319307,7.433619,7.866352,9.027778,"EFS_L5"
"182","PANNIJ",8.214018,6.312015,7.88895,7.861793,8.610158,9.355533,8.172569,8.492222,8.473844,9.899598,8.783446,9.893712,9.242423,8.905743,9.565592,8.654855,10.109226,8.244907,10.429826,9.451181,7.674519,8.565423,9.211545,"EFS_L5"
"183","PANRRW",7.719046,6.207523,7.410651,7.218541,8.125563,8.805035,7.693828,7.687357,7.940851,9.053435,8.577356,8.773878,8.746847,8.253768,8.747188,8.319684,9.359266,7.941194,9.395208,9.05522,7.76711,7.365238,8.599065,"EFS_L5"
"184","PANUKV",9.144883,7.705002,8.503681,9.922778,9.185173,10.215537,10.050374,9.939631,9.053705,10.693975,9.373306,10.866105,9.66753,9.972209,10.765821,9.67503,10.949752,9.441622,11.103397,11.142832,8.548546,9.214489,10.11292,"EFS_L5"
"185","PANUVK",7.547156,7.076281,7.548197,8.716086,8.54332,9.264583,8.946501,8.758517,8.223672,9.901082,8.954744,9.807331,9.560068,9.081362,10.332732,8.797945,10.121703,9.748165,9.981447,9.846343,7.962704,8.437169,8.249505,"EFS_G5"
"186","PANVAN",7.157209,6.924962,7.300201,6.790513,8.366584,8.360446,7.580639,8.099746,8.006572,9.745896,8.51005,9.225079,9.205903,8.558741,9.252222,8.168404,9.821618,8.746188,10.305912,9.22394,7.446991,7.810685,8.032676,"EFS_L5"
"187","PANYGR",8.488711,6.830263,7.688223,8.83105,8.392545,9.25707,9.13422,9.238627,8.487888,9.78218,9.410557,9.487541,9.256006,9.110941,9.710967,9.321992,10.365533,9.958939,10.01297,9.540709,8.484266,7.890319,8.791473,"EFS_L5"
"188","PANZHT",7.89387,6.430238,7.527709,7.995186,8.182117,8.486572,8.30556,8.237967,8.180075,9.427813,8.150678,8.930451,8.98476,8.657141,9.69271,8.64375,9.780914,9.529191,9.563395,9.349187,7.792989,7.953361,8.37164,"EFS_G5"
"189","PANZPV",7.866958,6.029466,7.572028,7.593437,8.106649,8.457232,7.70481,8.246367,7.789368,9.078334,8.359592,9.172987,8.92119,8.487252,9.519139,8.393768,9.770816,9.103543,9.483088,9.861062,7.653677,7.949329,8.224124,"EFS_L5"
"190","PAPAKS",8.232095,6.67298,7.786489,8.056066,8.611326,8.815114,8.463026,8.728412,8.13756,10.156275,7.967928,8.782437,9.170741,8.363213,10.310023,8.662693,10.075981,9.856665,9.640453,10.326938,7.885421,8.363977,8.358403,"EFS_G5"
"191","PAPBGH",9.206139,7.245906,8.453358,9.489903,9.180347,10.278637,8.435248,9.331766,8.783158,10.791491,9.417633,10.240871,9.885504,9.916278,10.720158,9.821603,10.827862,10.291315,11.282033,10.369518,9.149614,8.656062,10.361478,"EFS_L5"
"192","PAPBZI",8.389596,7.20352,8.005777,9.314769,8.447811,9.712373,8.485174,8.809106,8.052775,10.2339,9.251145,10.439759,9.587662,9.337804,10.457132,9.396516,10.766698,10.273287,10.49242,10.617532,8.831116,8.414266,8.696812,"EFS_L5"
"193","PAPEFE",8.381387,7.307506,7.857063,7.729734,8.521355,9.298088,8.2247,8.451635,8.078913,9.642415,8.581313,9.4998,9.462254,8.747506,9.427021,8.807026,10.003999,9.002523,10.509442,9.860529,7.505376,8.175817,8.916456,"EFS_L5"
"194","PAPEJW",8.497159,6.324793,7.688056,8.346006,8.527701,9.341277,8.271951,8.533145,8.092995,9.657177,8.72763,9.595717,9.245678,8.952328,9.400718,8.642251,9.949275,8.819883,10.402533,10.111923,7.748816,8.419449,8.522716,"EFS_L5"
"195","PAPHPE",7.278239,5.422237,7.393081,4.799347,8.010996,8.679089,6.608333,7.584729,7.8595,8.860312,8.082254,8.372862,8.546598,8.217482,9.20598,8.060784,9.318666,9.162198,9.159228,9.093767,7.765574,7.872335,8.504667,"EFS_L5"
"196","PAPJLD",7.961796,6.327427,7.26932,5.16826,8.029036,8.859686,6.474698,7.451878,8.004775,9.390289,7.869599,9.09272,8.911939,8.507518,9.608913,8.586019,9.857788,9.116927,10.0273,9.434168,8.046491,8.587259,8.355935,"EFS_G5"
"197","PAPKWN",8.280283,7.380244,8.208924,8.855416,8.823888,9.49668,8.925068,9.260485,8.3463,10.408482,8.791747,10.111652,9.404475,9.232582,10.332414,9.171252,10.488095,9.938497,10.888342,10.686927,8.674222,8.639318,8.775962,"EFS_L5"
"198","PAPRTD",7.466668,6.762098,7.443291,4.959042,8.010766,8.660711,6.006595,7.871478,7.661938,9.741996,8.139408,9.466591,8.935282,8.709143,9.720012,8.49406,9.964063,8.78405,9.885873,9.402372,7.67391,8.143947,8.35145,"EFS_L5"
"199","PAPSEI",8.460331,6.489307,8.073496,9.446335,8.831874,9.737717,9.19858,9.473977,8.627848,10.330667,8.831538,10.446395,9.429854,9.490724,10.276186,9.202461,10.74648,9.748124,10.587177,10.777202,8.597058,9.029778,9.281784,"EFS_L5"
"200","PAPSKM",7.701225,6.602204,7.906986,8.062373,8.181142,8.868253,8.87825,8.970213,8.07657,10.160589,8.24889,9.609633,9.226037,9.01566,9.923384,8.535275,10.336223,9.51068,10.068027,10.045402,8.08135,7.757294,8.538557,"EFS_L5"
"201","PAPTIP",8.709843,7.087163,7.61122,9.300621,8.884768,9.895913,9.018656,9.532674,8.355754,10.809377,9.115439,10.578701,9.779635,10.077481,10.792926,9.110171,10.573551,10.115758,10.60828,10.898755,8.446559,8.904952,9.440026,"EFS_L5"
"202","PAPTLD",7.339913,5.993494,7.900691,8.365139,8.756995,8.989474,9.651005,9.420257,8.408431,9.870405,7.76642,9.230035,8.768888,8.745514,9.673614,8.243505,10.108261,9.151276,8.172012,9.449723,7.84884,8.187592,8.313257,"EFS_L5"
"203","PAPTLY",8.141861,6.583243,8.032912,7.813261,8.319588,9.372341,7.78918,8.386974,8.10627,10.156815,8.198296,9.698732,9.280809,8.863851,9.957228,8.933205,10.403243,8.858507,10.06805,10.05134,7.855955,8.045476,8.698225,"EFS_G5"
"204","PAPTMM",8.792438,7.830186,8.4647,9.289434,8.917547,10.296978,9.43132,9.588133,8.912145,10.4835,9.557943,10.460769,9.726253,9.89379,10.569772,9.351322,10.678337,9.605796,10.911518,10.983143,8.445583,9.167048,9.955876,"EFS_G5"
"205","PAPUAR",7.72663,6.328124,7.28949,8.320205,8.156029,9.282778,8.240323,8.312234,7.796545,9.52201,8.562226,8.774795,9.231134,8.774702,9.653053,8.579886,9.746229,9.320013,9.920572,9.195566,7.489423,7.280438,8.31586,"EFS_G5"
"206","PAPUEB",7.884358,6.901617,7.026177,9.232346,7.967888,9.131528,8.335144,8.635815,7.765872,9.699285,8.242271,9.226272,9.027308,8.908412,9.494194,8.7881,10.059327,9.236811,10.21661,9.884151,7.71582,7.522649,8.225569,"EFS_G5"
"207","PAPUNH",8.754705,7.132387,7.842382,8.981569,8.05112,10.061794,8.286382,8.760325,7.849725,9.879568,8.81309,9.643395,9.256012,9.88898,9.798964,9.129317,10.402492,9.728052,10.469747,9.882256,8.144139,8.116965,9.216869,"EFS_G5"
"208","PAPUTN",8.393136,7.077624,8.022409,9.409825,8.733673,9.373023,8.856466,9.081861,8.73177,9.787172,8.561971,9.805107,9.157336,8.904538,9.71468,8.64374,10.222531,8.934876,10.854522,10.000228,8.311836,8.523952,9.381779,"EFS_L5"
"209","PAPWUC",7.765358,7.245787,7.716989,7.545416,7.992788,9.105014,8.095883,8.820565,7.907036,10.244575,8.475694,10.074869,9.299572,9.21063,10.186942,9.038702,10.671758,9.39477,10.678767,10.423733,7.812438,8.081639,8.118257,"EFS_G5"
"210","PAPZYP",8.193098,6.930473,7.561504,9.565192,8.578105,9.64407,8.77239,9.048266,8.279491,9.701862,8.801299,9.450093,9.212763,9.04873,9.499568,8.765547,10.133871,9.353921,10.438182,10.012908,8.119637,8.352182,8.957697,"EFS_G5"
"211","PARABN",7.912362,6.46527,8.004426,8.570126,8.732565,9.043258,8.748812,8.81827,8.476927,10.222878,8.192161,9.604909,9.253879,8.750302,9.773101,8.445142,10.207593,9.347722,9.72229,10.109529,7.763343,7.857827,8.731454,"EFS_L5"
"212","PARACM",7.628953,6.973654,7.121788,7.785299,7.831332,8.889473,7.665141,8.206865,7.608518,9.167922,7.913679,8.551662,8.93635,8.458618,9.258877,8.287617,9.771329,8.82944,9.715396,9.031312,7.271234,7.362395,8.182446,"EFS_G5"
"213","PARAHE",7.303395,6.316087,7.978228,7.994173,8.151338,8.966306,8.153252,8.77508,8.280721,9.933705,8.541035,9.833745,9.276226,9.203383,9.923059,8.820028,10.384195,9.246213,10.2317,10.211495,7.791439,8.127448,8.470231,"EFS_L5"
"214","PARCWT",7.491086,6.95478,7.593957,8.079815,8.013365,8.872848,8.410594,8.63706,7.730346,9.918152,8.913501,9.340247,9.132823,8.866235,9.941995,8.514217,10.354957,8.909139,9.737358,9.873043,7.551158,7.664861,8.235633,"EFS_L5"
"215","PARDUJ",7.50714,6.281367,7.636335,7.320711,8.044981,8.16379,7.896158,8.109645,7.826733,9.444746,7.804315,8.697175,8.759093,8.301182,9.478477,7.974998,9.802451,8.431756,9.003225,8.996833,7.411713,7.515736,8.069444,"EFS_L5"
"216","PAREGK",7.576742,7.003599,7.688567,7.041237,8.049506,8.533926,7.629836,8.229849,8.094394,9.929931,8.115452,9.454805,9.117149,8.679411,9.574916,8.24978,10.022205,9.005087,9.822915,9.729639,7.535138,7.93352,7.989209,"EFS_G5"
"217","PARFBW",7.080451,5.767209,7.591688,4.915265,8.103607,8.120667,6.549005,7.195516,7.769779,9.814494,7.885515,9.002412,8.550201,8.524582,9.542086,8.40774,10.041946,8.535255,9.267523,8.54335,7.349125,7.843623,8.629846,"EFS_G5"
"218","PARGDJ",7.789728,5.892644,7.427728,5.536054,8.138614,8.847859,6.723953,7.720577,7.844471,9.677794,8.11647,8.959458,8.45459,8.304103,9.636015,8.041059,9.899518,8.508909,9.199118,9.227509,7.552801,8.348311,8.74155,"EFS_L5"
"219","PARGUX",7.788146,6.670983,7.636357,7.95059,8.291001,8.534284,8.319975,8.823985,7.895377,9.952424,8.170292,9.153071,9.219198,8.745647,9.694388,8.567399,10.125315,8.630163,9.418742,9.318,7.531984,8.06664,8.604884,"EFS_G5"
"220","PARHYL",7.721441,7.261566,7.763884,8.252144,8.203989,8.622987,8.042215,8.856075,8.158683,10.102365,8.643096,9.648171,9.41599,8.949444,10.009905,8.421623,10.029167,9.213627,9.816128,10.245952,7.944782,8.052214,8.048563,"EFS_G5"
"221","PARIKF",8.226595,6.194929,8.084762,9.471784,8.777354,9.654827,8.753058,9.096418,8.642929,10.508204,8.852083,10.51661,9.605207,9.467026,10.290743,9.102682,10.912295,9.656105,10.468743,10.885923,8.405951,8.785411,9.08994,"EFS_G5"
"222","PARIKT",7.499583,5.391207,7.265277,4.998309,8.17082,8.546311,6.829201,7.257738,7.721015,9.452361,8.452928,8.784915,8.503986,8.032181,9.025227,7.815298,9.584003,8.117748,8.368242,9.00014,7.662196,8.884398,8.517152,"EFS_L5"
"223","PARIRD",7.939875,6.162975,8.133115,8.636083,8.97953,9.883221,9.139935,9.585744,8.860069,10.351656,8.506443,9.860369,9.182887,8.896968,9.85065,8.721958,10.289616,9.769162,10.136773,10.008338,8.15745,8.571923,9.457099,"EFS_L5"
"224","PARJAR",7.582275,6.325641,7.425405,7.335153,8.222524,8.837652,7.868492,7.793819,7.610585,9.852405,8.808382,9.159079,9.483366,8.836297,9.766192,8.392328,10.171531,8.893098,9.687715,9.44601,7.682048,7.975503,8.421839,"EFS_L5"
"225","PARJTB",8.822688,7.286395,8.833598,10.164326,8.968877,9.885974,9.488169,9.815127,8.771625,10.682302,9.283055,10.480088,9.744452,9.854963,10.660895,9.239279,10.838852,9.769587,10.810675,10.987452,8.597482,9.232461,9.665581,"EFS_L5"
"226","PARMFA",7.894437,6.732833,7.465008,5.40674,7.827976,8.634019,6.280838,7.867675,7.724162,9.899049,8.542016,9.560129,9.034253,8.782775,9.833279,8.478132,10.247442,8.990728,10.01799,9.537012,7.737566,8.184793,8.410463,"EFS_G5"
"227","PARMTT",8.499763,5.99072,8.422371,8.587441,8.701274,9.569224,9.219949,9.293089,8.731946,10.188226,9.112854,9.622675,9.395609,9.526442,9.807899,8.94623,10.610687,9.554811,9.358285,9.753095,8.265997,7.898716,8.805686,"EFS_L5"
"228","PARNCW",7.346266,7.06389,7.482382,7.464907,7.955696,8.790413,8.814156,8.688009,8.164972,9.838592,7.925249,8.966645,8.820536,8.583011,9.520557,8.21256,9.801249,8.623592,9.722195,9.159797,7.665517,7.14854,8.185938,"EFS_L5"
"229","PARNEE",7.94449,7.05862,7.564081,8.060962,8.391017,9.322637,8.948805,8.75719,8.632522,9.759245,8.054775,9.559593,9.124719,8.940858,9.347807,8.265366,10.215438,8.932196,9.532605,9.870683,8.059421,8.18117,8.95302,"EFS_L5"
"230","PARRBU",9.022474,7.417767,8.539767,8.472357,8.726713,9.709009,9.085283,9.186203,8.624589,10.470369,9.112444,10.507813,9.764356,9.603142,10.514127,9.335383,10.955623,9.789337,10.620487,10.724636,8.138404,9.013354,9.572255,"EFS_L5"
"231","PARSEA",7.56156,6.06809,7.606662,7.651358,8.424933,8.183557,8.822774,8.332872,7.933386,9.284045,7.733673,8.669201,8.696829,8.194114,9.282721,7.698946,9.482359,8.243224,8.655272,8.672607,7.36466,7.763763,8.257329,"EFS_G5"
"232","PARSHT",8.435611,6.269007,7.993282,7.151713,8.508605,9.581529,7.901198,8.415138,8.163076,10.624381,8.876909,10.218661,9.53949,8.842954,10.252218,8.756332,10.581052,9.743695,10.63403,10.65384,7.915529,8.165235,8.529852,"EFS_G5"
"233","PARUXY",7.118315,5.892899,7.911922,5.186448,8.126216,8.446515,6.519798,7.652981,7.799708,9.976735,8.182614,9.385773,8.74365,8.575222,9.504295,8.354128,10.261411,8.54951,9.23681,9.383352,7.666999,8.487824,8.462748,"EFS_G5"
"234","PARVME",7.495531,6.440676,7.709098,7.735119,8.04393,8.046901,8.76387,8.736352,8.009629,9.571541,8.320885,9.352571,8.9522,8.76155,9.509708,8.131662,10.000535,9.146821,9.342465,9.326071,7.653707,7.811746,8.391997,"EFS_L5"
